,text,start,end
601,อันนี้ส่วนหนึ่งเนี่ยก็เกิดจากการที่เราอ่ะ,2011.434,2013.978
602,ในครึ่งปีแรกก็ยอมรับว่า,2014.122,2016.378
603,แล้วเราก็เลยกลายเป็นว่า,2018.058,2019.354
604,เราอะ,2019.498,2020.698
605,ร้อยล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้านล้าน,2020.938,2023.386
606,แต่ว่าตอนเนี้ยเราก็ยอมรับว่าเราพยายามจะไปเพิ่มประสิทธิภาพ,2024.106,2028.068
607,ในการผลิตเพื่อจะเป็นเริ่มต้นที่การผลิตมากขึ้น,2028.068,2030.779
608,ที่จะทำให้เราได้ทั้งเวอร์รุ่งทั้งกำไรนะครับ,2030.922,2033.658
609,เราก็สามารถปรับปรุงประสิทธิภาพ,2034.09,2036.517
610,ในการผลิตอยู่ในช่วงหกเดือน,2036.517,2038.458
611,แรกถึงปัจจุบันแล้วก็พักกันอยู่ตลอดเวลานะครับเพื่อให้,2038.698,2042.106
52, You,2042.25,2043.546
612,ในแต่ละแบบไซส์เนี่ยสามารถ,2043.69,2045.754
53, You're gonna have nd,2047.146,2047.962
613,สมมุติเรามีวัตถุดิบร้อยเราก็จะทำได้ร้อยกล่อง,2050.506,2053.626
614,จะทำได้เก้าสิบเจ็ดกรอบไม่ได้ทำได้แค่เก้าสิบสี่กรอบ,2053.962,2057.274
615,ประมาณนี้เลยครับ,2057.322,2058.33
616,คิดว่านี่เป็นมาตรศาสตร์ เป็นมาตรศิลป์จะดีขึ้นนะครับ,2059.242,2062.458
617,ทำไมรายได้,2066.346,2067.93
618,ส่วนที่เป็นอาหารเสริม,2068.074,2070.042
619,พวกสนับเพจศักดิ์ถึงได้มีรอดฝ่ายลด,2070.858,2073.395
620,ลงก็ก็ยอมรับว่าเหมือนเหตุผลเรื่องยา,2073.395,2076.186
621,นั่นเองหรือตั้งแต่ต้นปีต้นมาเนี่ยมันมีการปรับรับสรรไป,2076.426,2080.314
622,เราก็มีการกระทบอยู่,2081.034,2083.578
623,เราก็เลยมีการ อยู่ว่าเราจำเป็นที่จะ,2083.914,2086.962
624,ต้องให้โปรโมชั่นอะไรต่างๆเองกลับไป,2086.962,2090.01
625,ในราคาเดิมแต่ว่าเราพยายามที่,2090.346,2092.38
626,จะลดต้นอยู่ในการปลีกเนี่ยทุกชั่วโมง,2092.38,2094.618
627,อันนี้เราก็คิดว่าในเต็มมาสามสี่เหรียญห้าสิบเจ็ด,2095.434,2098.65
628,ร้านขายยาและปัจจุบันเปิดได้กี่ศาสนาแล้วนะครับ,2101.962,2105.754
629,ปัจจุบันซ่อที่พึ่งโชว์ในสไลด์นี่นิเตอร์วอร์ดนั่นเอง,2106.666,2109.978
630,แล้วก็ครึ่งปีหลัง,2112.33,2113.722
631,เพราะผู้บินอาจจะเป็น 3 เดือนหลังแล้ว,2114.73,2116.698
632,อันนี้เหลือแค่สามเดือนเนี่ยก็คิดว่า,2117.226,2119.6980000000003
633,น่าจะเกิดได้ ประมาณสามสี่สาขา,2119.6980000000003,2122.1700000000005
634,ทีนี้เราก็จะจบที่สามสิบสามสิบเอ็ด,2122.314,2124.954
635,จริงจริงต้องยอมระวังในหลักการของเราเนี่ยตั้งแต่,2125.386,2128.314
636,ตั้งในสัตว์มาหรือห้องสลัดมาหรือ,2128.842,2131.194
637,เรามักจะตั้ง โอ้,2131.626,2133.114
54, Proceeding Theories.,2134.314,2136.474
638,คือเราทำแผนไปค่อนข้างสูงนะครับ,2136.522,2138.778
639,มันคล้ายๆกับว่าเราตั้งเป้าว่าจะปิดน้องๆ,2139.498,2143.002
640,ฝ่ายซื้อตั้งเท่าจะปิดร้อยยี่สิบ,2143.05,2145.306
641,ถ้าไม่ได้อย่างน้อยก็จะผิดเกินร้อยนะครับ,2145.45,2147.706
642,จะไปสอบฟอกที่ไหนมันก็ต้องตั้งฟอกเกินไว้ก่อน,2149.386,2152.026
643,เพราะฉะนั้นเนี่ยมันก็เลยเราตั้งค่าบริษัทห้า,2152.746,2155.482
644,พอมิถึงแล้วยังน้อยเราก็ได้สามเหตุ,2155.818,2157.69
645,แต่ถ้าเราตั้งเท่าจะยี่สิบเป็นแค่สาม,2158.122,2160.532
646,สิบเวลาลบออกมาจะเหลือแค่ยี่สิบห้า,2160.532,2163.162
647,เป็นเจ้าก็เป็นเรื่องที่เราบอกติดแล้วจะตอบ,2164.074,2166.426
648,ต้องไม่ฝืนนะครับ,2166.666,2167.578
649,อยู่บนเคส ๆ ว่าถ้าเกิดเรา,2167.626,2169.978
650,เราเปิดโดยไม่สะดุดอะไรไม่ว่าจะเรื่องของ,2170.506,2173.146
651,สมมุติว่าพื้นที่การวิ่งขออนุญาต,2173.578,2175.725
652,เอายอเนี่ยเราจะเปิดได้เท่าไร,2175.725,2177.658
653,เพื่อให้มันอยู่ในสปีดนะครับในการ,2179.434,2181.882
654,ความแบบเป็นที่นะครับ,2182.314,2183.802
655,คำตอบก็คือ น่าจะเปิดได้อยู่เท่ากับ 30 หรือ 30 หรือ 30 หรือ 30 หรือ 30 หรือ,2187.402,2191.098
656,เราพบว่าอย่างกรณีที่ภูเก็ตก็ใช้เวลาค่อนข้างมาก,2192.01,2195.994
657,เราวางไว้นะครับเรียกว่าจะกระจับโอนและลอง,2198.154,2201.082
658,ที่ยังไม่ได้ส่งมอบบริเวณให้กับเรา,2201.514,2203.77
659,แล้วก็ในการที่จะออกแบบ,2204.394,2206.45
660,ดีไซน์แล้วก็การก่อสร้างมันด้วย,2206.45,2208.762
661,ถัดไปนะครับ,2211.594,2212.89
662,Cross-Profit ของร้านยาแล็บโปรโมสี ปัจจุบัน,2213.898,2216.86
663,ก็ดีขึ้นเรื่อยๆนะครับ Cross-Profit ด้วยนะ,2216.86,2219.61
55, The new TFR,2220.138,2221.434
56, 40%,2222.25,2223.642
664,วันนี้เราก็ตั้งเป้าด้วยว่าเราอยากเจอเหลือเล็กประมาณ,2224.266,2228.154
665,ถัดไปไม่คำถามเกี่ยวกับโรงงานผลิตยานเรื่องขึ้นไปหรอก,2232.426,2236.314
666,สำหรับโรงงานผลิตยาทั้งหมดนะครับบริษัทมีการใช้กรรมการผลิตที่กี่เปอร์เซ็นต์,2237.322,2241.306
57," Well,",2241.93,2243.226
667,อาวุธ,2243.754,2244.57
668,เทียนวิทยาหาเวียน,2244.906,2246.106
58, Oh Lord,2246.634,2247.45
669,ก็ยอมรับนะครับว่าปัจจุบัน,2247.498,2249.586
670,ใช้คำนวณถึงไม่ได้มาเท่าไหร่,2249.586,2251.6740000000004
671,อยู่ที่ประมาณสามสิบ,2252.49,2253.498
59, 10-40% A,2253.546,2255.322
672,ตลอดก็ไม่อยาก,2256.522,2257.626
673,อย่างเช่นเราที่มี Project ที่จะทำญาตาของเราเองเนี่ย,2258.058,2261.466
60, because it's a higher-than-the-value approach.,2261.898,2263.386
674,หรือจะไปคุย partnership นะครับที่ผมเดินทาง,2263.722,2266.244
675,ตรงกลางเนี่ยก็คือไปคุย partnership เนี่ย,2266.244,2268.378
676,อย่างเช่นไปดูโรงงานโรงรับความสะดวก ของภาค,2268.906,2272.506
677,ที่ไต้หวันเมื่อสองเดือนที่แล้ว,2273.514,2275.578
678,เขาเองก็มีจาน,2276.49,2277.786
679,พอดิบลงนั้นสามรอบนะครับ,2278.026,2279.994
680,ตั้งแต่ต้นทุน,2280.426,2281.242
681,ประชุมร่วมกันร่วมในตัวต่างต่างมันต้องใช้เวลาทั้งหมดเลย,2281.578,2284.89
682,มี เปิด ติ๊ก พัด โอ,2286.474,2287.962
683,ความรู้มือกับ,2288.01,2289.114
684,ศึกษามุงที่มุงจีนนะครับ,2289.642,2291.13
685,เพราะอย่าง,2291.178,2291.994
686,ก็คิดว่าถ้ามันขึ้นได้ยังไงก็จะ,2294.154,2296.434
687,มาเรียนใน ในออกเซนติตี้ในครั้งหน้า,2296.434,2298.7140000000004
688,แต่ว่าในหัดเดียวกันเราก็มีการโอน,2299.722,2302.65
689,ท่านเสิร์ช สำหรับยานหลังเด็กสำหรับไอ้พี่อายุทธยา,2302.89,2306.49
690,เพื่อฟิล์มความสุขที่อย่างเช่นเวลาพลาดเงินสดสุดภายใต้,2307.306,2311.098
691,ลงยาง,2311.242,2312.346
692,แต่ที่อายุทธยาเนี่ยเขาคิดว่าจะทำให้,2312.778,2315.514
61, Use the word to be more and more,2315.85,2318.298
693,แล้วก็สำหรับสมบูรณ์ประการดังนี้ก็,2320.458,2322.618
694,สัญญาณเนี่ยใช้อยู่ที่ร้อยเปอร์เฟรีนะครับ,2322.666,2325.018
695,ที่เป็นผลิตอาหารโซนเนี้ยก็ยังคาดพันธุ์พอสมควร,2326.122,2329.434
696,อันนี้เราก็เลยเริ่มเปิดรับที่จะรับจ้างผลิตให้บริษัท,2329.866,2332.963
697,มากขึ้น อย่างปัจจุบันเรารับจ้างผลิตให้อยู่ 2 บริษัท,2332.963,2335.866
698,ดูทางไปยูเนียนจาก,2336.298,2337.882
699,ไปได้ไม่สักวิดีโออีกนะครับ,2339.658,2341.146
700,ตอนนี้ก็เริ่มมีการคุยนะครับ,2341.77,2343.738
701,รวมแล้วว่าเราจะรับแต่,2344.842,2346.33
702,เพราะเราคิดว่าเราต้องจ่ายเป็นเบาหลุมเลยเราพอต้อง,2348.298,2350.65
703,ให้บริษัทพาเนอร์ผลิต,2351.85,2353.338
704,เป็นบริษัทที่มาตรฐาน,2354.826,2356.026
705,ถ้าไม่ได้รับ,2356.17,2357.37
706,ทั่วไป,2357.418,2358.33
707,รับมอบฝากรับเรียนเราจะรับบริษัทที่ค่อนข้างจะมีแผน,2358.666,2362.17
708,มีระยะยาว,2362.602,2363.61
709,พร้อมมีการพร้อมแชร์วิสัยกันได้แล้วล่ะ,2363.658,2365.338
710,แล้วชื่อว่าทั้งสองบริษัท,2365.866,2367.066
711,นี่แม้ก็เห็นอยู่กับไม่ว่าจะไถ่ยูเนียรหรือตัน,2367.114,2369.85
712,พาวิติโนมิกเนี่ยก็ก็มีแผนที่จะ,2370.282,2372.922
713,แชร์กันตลอด,2374.026,2374.842
62," So, I'll be looking for",2376.33,2377.338
714,มีกับ เอาอีกสองลายนะครับในการที่จะค้ำกับเจ้าผลิต,2377.482,2380.89
715,คำถามถัดไปเบลล่าพลา,2382.858,2385.1200000000003
716,ที่ใช้แผงเป็นอลูมิเนียม,2385.1200000000003,2387.706
717,แพง กว่า คู่ แข่ง ที่ ใช้ พลาสติก ไหม ครับ ก็ แพง กว่า,2388.522,2391.93
718,ตู้แข่งสมบัติกับแข่งแล้วมีอะไรดีกว่า,2392.938,2395.674
719,ก็คือเห็นอย่างนี้ครับ,2397.162,2398.938
720,จริงๆแล้วนี่ไง,2399.946,2401.242
721,เนื่องจากผมเองก็เป็นเพศสัตว์,2401.386,2403.258
722,ในสัญลักษณ์ที่มีแบบ,2403.306,2404.986
723,ในบริษัทเลยครับ,2405.994,2407.002
724,บอร์ดเราก็ไปขับประจำอยู่ในฝกสำคัญนะครับ,2407.626,2410.074
725,แล้วก็,2410.794,2411.706
726,เป็นพีเอชดีหลายท่าน,2412.138,2413.626
727,เรามีเภสัชกร มี,2413.962,2416.482
728,ศักรแพทย์ มีนวิทยาศาสตร์,2416.482,2419.002
729,เอ่อ ด้วยหลักการนี้แหละ,2419.626,2421.21
730,มันคือเป็นบีสเตอร์แพ็คเนี้ยมันจะ,2421.258,2423.778
731,เป็นการที่จะรับฝ่าย หรือภาพผม,2423.778,2426.298
63, I want to improve.,2426.634,2427.834
732,เพราะฉะนั้นเนี่ย,2430.474,2431.386
733,ผมไม่สามารถจะไปพูดถึงแบบนึงได้นะครับว่า,2432.49,2434.458
734,คือพระเจ้าเน้นเนี่ยจริงๆแล้วอะ เอ่อ,2434.89,2437.338
64, I'm sure Mr. Pack did.,2437.578,2438.682
735,เราต้องเน้นคุณภาพไว้ก่อนครับ,2439.114,2440.794
736,ที่เป็นวิเคราะห์แพ็คเดียวมันจะถูกแบบ,2441.706,2443.938
737,ท็อปสิคแก้วที่เป็นแบบนิ่มนิ่มอย่างเงี้ย,2443.938,2446.17
738,ในการเก็บรักษาความจริงด้วยครับ,2446.41,2448.474
739,เพราะฉะนั้นเราจะพบว่าการที่มันสามารถรักษาคุณภาพได้,2449.002,2452.89
740,กับความชื้นได้เนี่ยเวลาเราถ่ายเข้าไปเนี่ย,2453.13,2455.386
741,มันก็จะทำให้ตัวอย่าได้เต็มๆ,2456.01,2458.434
742,นะครับ ดูซึมได้ดี ออกดินได้เร็ว,2458.434,2460.858
743,ปวดก็ซ้ำด้วย ปวดทอดผลลื่นได้ไม่ได้ ไม่กินยาหนึ่งแรง,2462.154,2466.138
744,งั้นจะต้องยอมรับว่าต้นหยมก็แพงกว่า,2467.53,2469.21
745,นะครับ เราก็ เราก็ถือว่าเราเทียบเคียงกับ,2469.354,2472.378
746,เปิดที่ขั้นสำหรับ,2472.81,2473.914
747,บริษัทข้ามชาตินะครับที่อาจจะ,2475.402,2477.562
748,ท่านรู้จักดีมีนานนะครับ ลอง ลองมอง,2477.898,2480.922
749,ก็มองว่าเราอยู่ในระดับเดียวกันกับตรงนั้นนะ,2481.162,2483.994
750,เพราะว่าทั้งในแง่มาตรฐานการผลิต,2485.194,2487.45
751,ตู้งานเลยลงเป็นระดับมาก,2487.69,2489.37
752,ล้มอยู่แล้ว,2489.418,2490.33
753,ผมเรียนอยู่กับสัตว์ข้ามเช่ามานานนะครับ,2490.762,2492.73
65, I don't think we can do anything better.,2493.258,2495.898
754,ผมมีแง่คือหนึ่ง,2496.426,2497.53
755,แล้วนี่ไงถ้าเกิดจริงตอนนี้เราคิดว่าเราน่าจะดีกว่า,2499.21,2502.042
66,อยากสอบถามซีลิต้า,2506.986,2509.434
756,อยู่ดูเงียบๆ เราจะแก้เปลี่ยนยังไง,2509.77,2512.314
757,ต้องขอเคลียร์นิดหนึ่งนะครับ,2512.746,2514.33
758,ดูสิงค์วิตาล,2514.57,2515.674
759,ถ้าเป็น Cvita Calcium Cvita Fluorescent เนี่ย,2515.914,2518.1940000000004
760,คือเขาจ้างผลผลิตอย่างเดียวนะครับ,2518.1940000000004,2520.4740000000006
761,การแถมการตลาดนี้เขาเป็นคนทำหมดเลยนะครับ,2520.906,2523.45
67," And if it's not, it's gonna be better for Thailand.",2524.074,2527.386
762,มันก็ส่งผลกระทบกับเราได้ ทั้งเทคโนโลยี มูลจ้าง,2527.626,2530.938
763,เขาเงียบลงเขาก็จะไปจ้างกับผลิตรถรบอันนี้,2531.082,2534.106
764,สำหรับนะครับแต่ว่าถ้าภายใต้เป็นสัดร่วมทุนเนี้ยมัน,2534.634,2537.442
765,จะอยู่ภายใต้แบรนด์ที่เรียกว่า Interformer Silica,2537.442,2540.25
766,ปัจจุบันจะมีของตัวหลักๆนะครับก็คือ ริซ่า,2540.874,2544.009
767, dsa เราคิดว่า ริซ่า dsa จะก่อนอื่นดีขึ้นเรื่อยๆนะครับ,2544.009,2547.354
768,อันนี้ก็คือพอใจกับผลประกอบการนะครับว่า,2548.554,2551.77
769,แล้วก็กำลังดีขึ้นเรื่อยๆครับ,2552.106,2553.882
770,ตัวลิซ่า dsr 600 ริคา,2554.602,2556.666
771,นั่นคือทูโบนะครับ,2557.482,2558.586
772,ทูโบเนี่ย,2559.21,2560.218
773,มันในแง่กับทางตลาด OTC หรือ Consumer,2560.266,2563.239
774, อาจจะไม่ได้รับรู้นะครับ,2563.239,2565.402
775,ในวิสัยภาพในแผนกลยุทธ์ที่ตกลงการ,2565.834,2568.642
776,เมืองการที่เราจะเอาไปเข้าโรงพยาบาลก่อน,2568.642,2571.45
777,เพราะฉะนั้นเนี่ยการถ่ายเราไม่ได้จะไปขาย,2572.266,2575.386
778,อาจจะอยู่ อยู่ที่ร้านแหละ,2575.818,2577.498
779,ตัวทูโบปัจจุบันก็เข้าไปได้อยู่ประมาณ,2578.602,2581.314
780,หกโลเมตรเจ็ดบาทแล้วก็คีย์อีกประมาณห้าสิบ,2581.314,2584.026
68, Feeling,2584.074,2584.89
781,เรากำลังไล่ถามอีกครั้งนะครับ,2585.418,2587.482
782,ก็คือบอกสักไม่นานอยู่ที่พี่ไปเรียนลูกท่านนะครับ,2587.626,2590.074
783,การจะเข้าโรงพยาบาลเนี่ยมันใช้เวลาเป็นปี,2590.506,2592.57
784,แล้วระหว่างทางเนี่ยถ้าไม่มีสุขภาพ,2593.386,2596.218
785,มันทุบสไตล์ไปเลย,2596.362,2597.946
786,โอ้จุดเริ่มต้นเลยคุณต้องไปพรีเซนต์ก่อน,2598.186,2600.442
787,หลังจากนั้นก็จะขอทดลองใช้อาจจะสิบห้าเกณฑ์ยี่สิบเกณฑ์,2600.778,2604.57
788,นะครับเหมือนเป็นไพร์ลอร์ดสตาร์ทดีถ้าใช้แล้วนะครับ,2605.29,2608.314
789,ให้ดีขึ้นได้ผลเนี่ย เราถึงจะบูบเป็นสเต็ปถัดไป,2608.938,2612.25
790,ผมอยากจะเรียนทุกข้อเลยว่ามันมีแบรนด์,2612.874,2615.106
791,อาหารเสริมแบรนด์ไม่ใช่แบรนด์อาหารแบรนด์เลย,2615.106,2617.338
792,ว่าทำโปรเภทิคเหมือนจะอินเตอร์ฟาร์ม่า,2618.346,2620.698
793,อย่าไปเท่าระหว่างกัน,2621.898,2623.866
794,ผมก็มีสิ่งเหลือเงินหก,2624.394,2626.074
795,ปรากฏว่าทางแพทย์ที่ลองใช้แล้วก็ไม่ได้ผล,2626.314,2629.146
796,ก็ถ่ายไป,2629.962,2631.258
69," Oh, it's now",2631.978,2632.89
797,มันต้องอยู่ในมาตรฐานในการผลิตที่ค่อนข้างสูงนะครับ,2632.938,2636.634
798,งั้นจริงๆแล้วค่อนข้างน่าจะเป็นทางเงี้ยวหรืออาจจะดูแล้วเหมือนถูกกว่า,2637.066,2640.762
799,จริง ๆ แล้วมันอาจจะไม่ได้ในหนึ่งท่านกินแป้ง,2640.81,2643.258
800,เขาอาจจะมีความเสี่ยงด้วยถ้าโรงงานไม่มาตรฐาน,2644.266,2646.906
801,ไม่จริงหรอกมันเป็นแบบเดียวที่มีชีวิตนะครับ,2647.626,2650.074
802,แล้วก็สิ่งที่น่ากลัวมากมากคือสั่งคนเกลื่อน,2650.698,2653.914
803,แทนที่ฉันจะประเมินสุขภาพจะกลายเป็นลดน้ำเสียสุขภาพ,2654.442,2658.138
804,เพราะฉะนั้นเนี่ยก็เป็นสิ่งที่คนจริงๆ แล้ว,2659.242,2661.858
805,ต้องยอมรับว่าคุณจะทาอะไรเข้าไปเนี่ย,2661.858,2664.474
806,จะดูจากเรื่องราคาอย่างเดียวนะครับมันเป็นความอันตราย,2665.002,2667.834
807,นั่งสู้ไม่กินจะดีกว่า,2668.17,2669.658
808,โกะ โกะ,2671.818,2673.018
809,เงินหักสำหรับยูก็คิดว่าก็จะไปนิรภัยตาม,2673.066,2676.666
810,เวทน์ของการที่เรายิงที่เสนอ,2677.578,2679.354
811,ผมจะลงที่แบบนี้,2680.65,2681.946
812,เพลงป๊อปมันสูงขึ้นบนระดับ,2682.474,2684.058
813,แล้วก็,2685.45,2686.362
814,ก็ยังขายไปอยู่ในกลุ่มคนที่เขา,2686.698,2689.53
815,เข้าใจเรื่องของโปรเวณติกดี รู้ว่า,2689.866,2692.29
816,ยาสีฟันโปรเวณติกเนี่ยมันเป็นเทรนด์,2692.29,2694.714
817,เสิร์ช google ก็ขึ้นไปครับ,2694.762,2696.346
818,ประจำวันเนี้ย,2696.586,2697.498
70, So God,2698.026,2699.13
819,ก็เราก็ไม่ได้ยิงในเพิ่มนะครับเพราะ,2699.946,2702.202
820,ถ้าไม่อยากให้เงียบ ส่วนตัวเขาไม่ยิงเขาสัญญาอีก แบบมัน,2702.346,2705.274
821,อาจจะไม่เงียบเลยครับก็,2705.514,2707.29
822,เวลาคดี,2707.818,2708.826
823,สิ่งที่เหลือ นี่คือเกือบเวลาสำหรับคำถามนะครับ,2709.45,2712.378
824,ขอขอบคุณทุกท่านนะครับที่รับสนับสนุนแล้วก็,2713.962,2716.506
825,ขอคิดค่อนสุดภาพดีนะครับ บริษัทเราก็,2717.13,2719.482
71, I'm still a king.,2719.914,2721.594
826,มี,2721.738,2722.554
827,คุณจะได้รับการเติบโตสักสิบเซนต์ในโลก,2723.466,2725.914
828,อาจจะต้องรอผลงานนิดหนึ่งนะครับในการที่เราจะ,2726.73,2729.754
829,เราไม่ได้เป็นกษัตริย์ที่จะทำงานจากตีหัวเข้าบ้านเลยครับ,2730.57,2733.882
830,คิดว่าอะไรในระยะมันจะเกิดขึ้นในในระยะ,2734.602,2737.05
831,การกระจายยาวๆ,2737.578,2738.778
832,อืม,2751.882,2752.89
72, It's so hot.,2757.066,2758.746
833,อร่อยมาก,2759.754,2761.05
834,อืม,2761.098,2762.49
835,อื้อออ,2762.73,2763.642
836,ที่แบบไม่เป็นอะไร แต่ก็สามารถที่จะทำได้,2766.378,2768.826
73, You're not my friend,2769.066,2769.978
