text,start,end
เราเปิดโดยไม่สะดุดอะไรไม่ว่าจะเรื่องของ,2170.506,2173.146
สมมุติว่าพื้นที่การวิ่งขออนุญาต,2173.578,2175.725
เอายอเนี่ยเราจะเปิดได้เท่าไร,2175.725,2177.658
เพื่อให้มันอยู่ในสปีดนะครับในการ,2179.434,2181.882
ความแบบเป็นที่นะครับ,2182.314,2183.802
คำตอบก็คือ น่าจะเปิดได้อยู่เท่ากับ 30 หรือ 30 หรือ 30 หรือ 30 หรือ 30 หรือ,2187.402,2191.098
เราพบว่าอย่างกรณีที่ภูเก็ตก็ใช้เวลาค่อนข้างมาก,2192.01,2195.994
เราวางไว้นะครับเรียกว่าจะกระจับโอนและลอง,2198.154,2201.082
ที่ยังไม่ได้ส่งมอบบริเวณให้กับเรา,2201.514,2203.77
แล้วก็ในการที่จะออกแบบ,2204.394,2206.45
ดีไซน์แล้วก็การก่อสร้างมันด้วย,2206.45,2208.7619999999997
ถัดไปนะครับ,2211.594,2212.89
Cross-Profit ของร้านยาแล็บโปรโมสี ปัจจุบัน,2213.898,2216.86
ก็ดีขึ้นเรื่อยๆนะครับ Cross-Profit ด้วยนะ,2216.86,2219.61
วันนี้เราก็ตั้งเป้าด้วยว่าเราอยากเจอเหลือเล็กประมาณ,2224.266,2228.154
ถัดไปไม่คำถามเกี่ยวกับโรงงานผลิตยานเรื่องขึ้นไปหรอก,2232.426,2236.314
สำหรับโรงงานผลิตยาทั้งหมดนะครับบริษัทมีการใช้กรรมการผลิตที่กี่เปอร์เซ็นต์,2237.322,2241.306
อาวุธ,2243.754,2244.57
เทียนวิทยาหาเวียน,2244.906,2246.106
ก็ยอมรับนะครับว่าปัจจุบัน,2247.498,2249.5860000000002
ใช้คำนวณถึงไม่ได้มาเท่าไหร่,2249.5860000000002,2251.6740000000004
อยู่ที่ประมาณสามสิบ,2252.49,2253.498
ตลอดก็ไม่อยาก,2256.522,2257.626
อย่างเช่นเราที่มี Project ที่จะทำญาตาของเราเองเนี่ย,2258.058,2261.466
หรือจะไปคุย partnership นะครับที่ผมเดินทาง,2263.722,2266.244
ตรงกลางเนี่ยก็คือไปคุย partnership เนี่ย,2266.244,2268.378
อย่างเช่นไปดูโรงงานโรงรับความสะดวก ของภาค,2268.906,2272.506
ที่ไต้หวันเมื่อสองเดือนที่แล้ว,2273.514,2275.578
เขาเองก็มีจาน,2276.49,2277.786
พอดิบลงนั้นสามรอบนะครับ,2278.026,2279.994
ตั้งแต่ต้นทุน,2280.426,2281.242
ประชุมร่วมกันร่วมในตัวต่างต่างมันต้องใช้เวลาทั้งหมดเลย,2281.578,2284.89
มี เปิด ติ๊ก พัด โอ,2286.474,2287.962
ความรู้มือกับ,2288.01,2289.114
ศึกษามุงที่มุงจีนนะครับ,2289.642,2291.13
เพราะอย่าง,2291.178,2291.994
ก็คิดว่าถ้ามันขึ้นได้ยังไงก็จะ,2294.154,2296.434
มาเรียนใน ในออกเซนติตี้ในครั้งหน้า,2296.434,2298.7140000000004
แต่ว่าในหัดเดียวกันเราก็มีการโอน,2299.722,2302.65
ท่านเสิร์ช สำหรับยานหลังเด็กสำหรับไอ้พี่อายุทธยา,2302.89,2306.49
เพื่อฟิล์มความสุขที่อย่างเช่นเวลาพลาดเงินสดสุดภายใต้,2307.306,2311.098
ลงยาง,2311.242,2312.346
แต่ที่อายุทธยาเนี่ยเขาคิดว่าจะทำให้,2312.778,2315.514
แล้วก็สำหรับสมบูรณ์ประการดังนี้ก็,2320.458,2322.618
สัญญาณเนี่ยใช้อยู่ที่ร้อยเปอร์เฟรีนะครับ,2322.666,2325.018
ที่เป็นผลิตอาหารโซนเนี้ยก็ยังคาดพันธุ์พอสมควร,2326.122,2329.434
อันนี้เราก็เลยเริ่มเปิดรับที่จะรับจ้างผลิตให้บริษัท,2329.866,2332.963
มากขึ้น อย่างปัจจุบันเรารับจ้างผลิตให้อยู่ 2 บริษัท,2332.963,2335.866
ดูทางไปยูเนียนจาก,2336.298,2337.882
ไปได้ไม่สักวิดีโออีกนะครับ,2339.658,2341.146
ตอนนี้ก็เริ่มมีการคุยนะครับ,2341.77,2343.738
รวมแล้วว่าเราจะรับแต่,2344.842,2346.33
เพราะเราคิดว่าเราต้องจ่ายเป็นเบาหลุมเลยเราพอต้อง,2348.298,2350.65
ให้บริษัทพาเนอร์ผลิต,2351.85,2353.338
เป็นบริษัทที่มาตรฐาน,2354.826,2356.026
ถ้าไม่ได้รับ,2356.17,2357.37
ทั่วไป,2357.418,2358.33
รับมอบฝากรับเรียนเราจะรับบริษัทที่ค่อนข้างจะมีแผน,2358.666,2362.17
มีระยะยาว,2362.602,2363.61
พร้อมมีการพร้อมแชร์วิสัยกันได้แล้วล่ะ,2363.658,2365.338
แล้วชื่อว่าทั้งสองบริษัท,2365.866,2367.066
นี่แม้ก็เห็นอยู่กับไม่ว่าจะไถ่ยูเนียรหรือตัน,2367.114,2369.85
พาวิติโนมิกเนี่ยก็ก็มีแผนที่จะ,2370.282,2372.922
แชร์กันตลอด,2374.026,2374.842
มีกับ เอาอีกสองลายนะครับในการที่จะค้ำกับเจ้าผลิต,2377.482,2380.89
คำถามถัดไปเบลล่าพลา,2382.858,2385.1200000000003
ที่ใช้แผงเป็นอลูมิเนียม,2385.1200000000003,2387.706
แพง กว่า คู่ แข่ง ที่ ใช้ พลาสติก ไหม ครับ ก็ แพง กว่า,2388.522,2391.93
ตู้แข่งสมบัติกับแข่งแล้วมีอะไรดีกว่า,2392.938,2395.674
ก็คือเห็นอย่างนี้ครับ,2397.162,2398.938
จริงๆแล้วนี่ไง,2399.946,2401.242
เนื่องจากผมเองก็เป็นเพศสัตว์,2401.386,2403.258
ในสัญลักษณ์ที่มีแบบ,2403.306,2404.986
ในบริษัทเลยครับ,2405.994,2407.002
บอร์ดเราก็ไปขับประจำอยู่ในฝกสำคัญนะครับ,2407.626,2410.074
แล้วก็,2410.794,2411.706
เป็นพีเอชดีหลายท่าน,2412.138,2413.626
เรามีเภสัชกร มี,2413.962,2416.482
ศักรแพทย์ มีนวิทยาศาสตร์,2416.482,2419.002
เอ่อ ด้วยหลักการนี้แหละ,2419.626,2421.21
มันคือเป็นบีสเตอร์แพ็คเนี้ยมันจะ,2421.258,2423.778
เป็นการที่จะรับฝ่าย หรือภาพผม,2423.778,2426.298
เพราะฉะนั้นเนี่ย,2430.474,2431.386
ผมไม่สามารถจะไปพูดถึงแบบนึงได้นะครับว่า,2432.49,2434.458
คือพระเจ้าเน้นเนี่ยจริงๆแล้วอะ เอ่อ,2434.89,2437.338
เราต้องเน้นคุณภาพไว้ก่อนครับ,2439.114,2440.794
ที่เป็นวิเคราะห์แพ็คเดียวมันจะถูกแบบ,2441.706,2443.938
ท็อปสิคแก้วที่เป็นแบบนิ่มนิ่มอย่างเงี้ย,2443.938,2446.17
ในการเก็บรักษาความจริงด้วยครับ,2446.41,2448.474
เพราะฉะนั้นเราจะพบว่าการที่มันสามารถรักษาคุณภาพได้,2449.002,2452.89
กับความชื้นได้เนี่ยเวลาเราถ่ายเข้าไปเนี่ย,2453.13,2455.386
มันก็จะทำให้ตัวอย่าได้เต็มๆ,2456.01,2458.434
นะครับ ดูซึมได้ดี ออกดินได้เร็ว,2458.434,2460.858
ปวดก็ซ้ำด้วย ปวดทอดผลลื่นได้ไม่ได้ ไม่กินยาหนึ่งแรง,2462.154,2466.138
งั้นจะต้องยอมรับว่าต้นหยมก็แพงกว่า,2467.53,2469.21
นะครับ เราก็ เราก็ถือว่าเราเทียบเคียงกับ,2469.354,2472.378
เปิดที่ขั้นสำหรับ,2472.81,2473.914
บริษัทข้ามชาตินะครับที่อาจจะ,2475.402,2477.562
ท่านรู้จักดีมีนานนะครับ ลอง ลองมอง,2477.898,2480.922
ก็มองว่าเราอยู่ในระดับเดียวกันกับตรงนั้นนะ,2481.162,2483.994
เพราะว่าทั้งในแง่มาตรฐานการผลิต,2485.194,2487.45
ตู้งานเลยลงเป็นระดับมาก,2487.69,2489.37
ล้มอยู่แล้ว,2489.418,2490.33
ผมเรียนอยู่กับสัตว์ข้ามเช่ามานานนะครับ,2490.762,2492.73
ผมมีแง่คือหนึ่ง,2496.426,2497.53
แล้วนี่ไงถ้าเกิดจริงตอนนี้เราคิดว่าเราน่าจะดีกว่า,2499.21,2502.042
อยู่ดูเงียบๆ เราจะแก้เปลี่ยนยังไง,2509.77,2512.314
ต้องขอเคลียร์นิดหนึ่งนะครับ,2512.746,2514.33
ดูสิงค์วิตาล,2514.57,2515.674
ถ้าเป็น Cvita Calcium Cvita Fluorescent เนี่ย,2515.914,2518.1940000000004
คือเขาจ้างผลผลิตอย่างเดียวนะครับ,2518.1940000000004,2520.4740000000006
การแถมการตลาดนี้เขาเป็นคนทำหมดเลยนะครับ,2520.906,2523.45
มันก็ส่งผลกระทบกับเราได้ ทั้งเทคโนโลยี มูลจ้าง,2527.626,2530.938
เขาเงียบลงเขาก็จะไปจ้างกับผลิตรถรบอันนี้,2531.082,2534.106
สำหรับนะครับแต่ว่าถ้าภายใต้เป็นสัดร่วมทุนเนี้ยมัน,2534.634,2537.442
จะอยู่ภายใต้แบรนด์ที่เรียกว่า Interformer Silica,2537.442,2540.25
ปัจจุบันจะมีของตัวหลักๆนะครับก็คือ ริซ่า,2540.874,2544.009
 dsa เราคิดว่า ริซ่า dsa จะก่อนอื่นดีขึ้นเรื่อยๆนะครับ,2544.009,2547.354
อันนี้ก็คือพอใจกับผลประกอบการนะครับว่า,2548.554,2551.77
แล้วก็กำลังดีขึ้นเรื่อยๆครับ,2552.106,2553.882
ตัวลิซ่า dsr 600 ริคา,2554.602,2556.666
นั่นคือทูโบนะครับ,2557.482,2558.586
ทูโบเนี่ย,2559.21,2560.218
มันในแง่กับทางตลาด OTC หรือ Consumer,2560.266,2563.239
 อาจจะไม่ได้รับรู้นะครับ,2563.239,2565.402
ในวิสัยภาพในแผนกลยุทธ์ที่ตกลงการ,2565.834,2568.642
เมืองการที่เราจะเอาไปเข้าโรงพยาบาลก่อน,2568.642,2571.45
เพราะฉะนั้นเนี่ยการถ่ายเราไม่ได้จะไปขาย,2572.266,2575.386
อาจจะอยู่ อยู่ที่ร้านแหละ,2575.818,2577.498
ตัวทูโบปัจจุบันก็เข้าไปได้อยู่ประมาณ,2578.602,2581.314
หกโลเมตรเจ็ดบาทแล้วก็คีย์อีกประมาณห้าสิบ,2581.314,2584.026
เรากำลังไล่ถามอีกครั้งนะครับ,2585.418,2587.482
ก็คือบอกสักไม่นานอยู่ที่พี่ไปเรียนลูกท่านนะครับ,2587.626,2590.074
การจะเข้าโรงพยาบาลเนี่ยมันใช้เวลาเป็นปี,2590.506,2592.57
แล้วระหว่างทางเนี่ยถ้าไม่มีสุขภาพ,2593.386,2596.218
มันทุบสไตล์ไปเลย,2596.362,2597.946
โอ้จุดเริ่มต้นเลยคุณต้องไปพรีเซนต์ก่อน,2598.186,2600.442
หลังจากนั้นก็จะขอทดลองใช้อาจจะสิบห้าเกณฑ์ยี่สิบเกณฑ์,2600.778,2604.57
นะครับเหมือนเป็นไพร์ลอร์ดสตาร์ทดีถ้าใช้แล้วนะครับ,2605.29,2608.314
ให้ดีขึ้นได้ผลเนี่ย เราถึงจะบูบเป็นสเต็ปถัดไป,2608.938,2612.25
ผมอยากจะเรียนทุกข้อเลยว่ามันมีแบรนด์,2612.874,2615.1059999999998
อาหารเสริมแบรนด์ไม่ใช่แบรนด์อาหารแบรนด์เลย,2615.1059999999998,2617.3379999999997
ว่าทำโปรเภทิคเหมือนจะอินเตอร์ฟาร์ม่า,2618.346,2620.698
อย่าไปเท่าระหว่างกัน,2621.898,2623.866
ผมก็มีสิ่งเหลือเงินหก,2624.394,2626.074
ปรากฏว่าทางแพทย์ที่ลองใช้แล้วก็ไม่ได้ผล,2626.314,2629.146
ก็ถ่ายไป,2629.962,2631.258
มันต้องอยู่ในมาตรฐานในการผลิตที่ค่อนข้างสูงนะครับ,2632.938,2636.634
งั้นจริงๆแล้วค่อนข้างน่าจะเป็นทางเงี้ยวหรืออาจจะดูแล้วเหมือนถูกกว่า,2637.066,2640.762
จริง ๆ แล้วมันอาจจะไม่ได้ในหนึ่งท่านกินแป้ง,2640.81,2643.258
เขาอาจจะมีความเสี่ยงด้วยถ้าโรงงานไม่มาตรฐาน,2644.266,2646.906
ไม่จริงหรอกมันเป็นแบบเดียวที่มีชีวิตนะครับ,2647.626,2650.074
แล้วก็สิ่งที่น่ากลัวมากมากคือสั่งคนเกลื่อน,2650.698,2653.914
แทนที่ฉันจะประเมินสุขภาพจะกลายเป็นลดน้ำเสียสุขภาพ,2654.442,2658.138
เพราะฉะนั้นเนี่ยก็เป็นสิ่งที่คนจริงๆ แล้ว,2659.242,2661.858
ต้องยอมรับว่าคุณจะทาอะไรเข้าไปเนี่ย,2661.858,2664.474
จะดูจากเรื่องราคาอย่างเดียวนะครับมันเป็นความอันตราย,2665.002,2667.834
นั่งสู้ไม่กินจะดีกว่า,2668.17,2669.658
โกะ โกะ,2671.818,2673.018
เงินหักสำหรับยูก็คิดว่าก็จะไปนิรภัยตาม,2673.066,2676.666
เวทน์ของการที่เรายิงที่เสนอ,2677.578,2679.354
ผมจะลงที่แบบนี้,2680.65,2681.946
เพลงป๊อปมันสูงขึ้นบนระดับ,2682.474,2684.058
แล้วก็,2685.45,2686.362
ก็ยังขายไปอยู่ในกลุ่มคนที่เขา,2686.698,2689.53
เข้าใจเรื่องของโปรเวณติกดี รู้ว่า,2689.866,2692.29
ยาสีฟันโปรเวณติกเนี่ยมันเป็นเทรนด์,2692.29,2694.714
เสิร์ช google ก็ขึ้นไปครับ,2694.762,2696.346
ประจำวันเนี้ย,2696.586,2697.498
ก็เราก็ไม่ได้ยิงในเพิ่มนะครับเพราะ,2699.946,2702.202
ถ้าไม่อยากให้เงียบ ส่วนตัวเขาไม่ยิงเขาสัญญาอีก แบบมัน,2702.346,2705.274
อาจจะไม่เงียบเลยครับก็,2705.514,2707.29
เวลาคดี,2707.818,2708.826
สิ่งที่เหลือ นี่คือเกือบเวลาสำหรับคำถามนะครับ,2709.45,2712.378
ขอขอบคุณทุกท่านนะครับที่รับสนับสนุนแล้วก็,2713.962,2716.506
ขอคิดค่อนสุดภาพดีนะครับ บริษัทเราก็,2717.13,2719.482
มี,2721.738,2722.554
คุณจะได้รับการเติบโตสักสิบเซนต์ในโลก,2723.466,2725.914
อาจจะต้องรอผลงานนิดหนึ่งนะครับในการที่เราจะ,2726.73,2729.754
เราไม่ได้เป็นกษัตริย์ที่จะทำงานจากตีหัวเข้าบ้านเลยครับ,2730.57,2733.882
คิดว่าอะไรในระยะมันจะเกิดขึ้นในในระยะ,2734.602,2737.05
การกระจายยาวๆ,2737.578,2738.778
อืม,2751.882,2752.89
อร่อยมาก,2759.754,2761.05
อืม,2761.098,2762.49
อื้อออ,2762.73,2763.642
ที่แบบไม่เป็นอะไร แต่ก็สามารถที่จะทำได้,2766.378,2768.826
