true_text,pred_text
เราก็น่าจะเป็นแบรนด์เดียวที่ขายอยู่ในโรงพยาบาล,แล้วก็น่าจะเป็นแบรนด์เดียวที่สายอยู่ในโรงราชา
ส่วนใหญ่เราจะพัฒนาอยู่บนฐานของ Probiotic นะครับมาว่าจะเป็นยาสีฟัน Probiotic โฟมล้างหน้า Probiotic,ก็จะยังละกัน อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น อย่างนั้น
ก็เป็นภายใต้แบรนด์ที่ชื่อว่า TS6 Mousse,ก็เป็น ค่ายได้แบบนี้ สิ่งที่เอศฟู มันก็สำคัญ
นี้ก็ยาสีฟันปัจจุบันเราก็เพิ่งจะเป็นแบรนด์เดียวที่เรา,อันนี้ก็ยาสิบวันตอนนี้ เราก็จะเป็นแปลงเดียวที่เรา...
อันนี้ก็ต้องได้อนุมัติจากอย. นะครับว่าครบจบในหลอดเดียว นะครับเป็นได้,อันนี้เขาต้องได้ลุมชะเอาหย่อนะครับว่า ฟบจบในหลอดเดียวนะครับ
ก็ได้ทุก ๆ ด้านนะครับไม่ว่าจะ ฟันขาว,ก็ได้ทุกๆ ด้านนะครับ ไม่ว่าจะฝันเฉา
จริง ๆ แล้วในแง่ของการวิจัยเนี่ยในแง่ของ Paper Publication ต่าง ๆ,จริง ๆ แล้วในแง่ของการวิจัย ในแง่ของเบเบอร์ ปรอบิเครชันต์ ต่าง ๆ นี่
ถ้าเราถามพนักงานเนี่ยก็จะมีบทบาทของการใช้ Probiotic เนี่ย,แดวโน้ทนะครับ ถ้าเราถามท่านทรพแพนเนี่ย ก็จะมีบทปลาดการใช้โปรเกฤติกเนี่ย เป็นอิยาศิฟัน
แล้วก็อยากจะเรียนว่าจริง ๆ แล้วเนี่ยสูตรของเราเป็นสูตรที่เอ่อ,แล้วก็อยากจะเรียนว่า อินทิงแล้ว สูตรของเราเนี่ย เป็นสูตรที่ดีๆ เอา
เราใส่สารขัดฟันไม่มากรสชาติอ่อนโยนเพื่อสร้างสมดุลของแบคทีเรียในช่องปาก,พอๆ เราใส่สารชัดฟันไม่มาก รสชาติอ่อนโดน พวกเขาสร้างสมดูจองกับคือเรียนเลยครับ ในช่องปัก
 จริง ๆ แล้วแบคทีเรียในช่องปากมีถึง 5 หมื่นล้านตัวนะครับ,"จริง ๆ แล้ว Bacteria ในช่วงปาก มีถึง 50,000 ล้านตัวนะครับ"
วบางครั้งก็จะชอบพูดเล่นว่าจูบครั้งนึงเนี่ยน่าจะเก็บได้ตั้ง 70 ล้านตัวนะครับ,บางครั้งก็จะเช้าควรให้ว่า อยู่ความหุ่นเนี่ยแน่ เปลี่ยนถึง 70 ล้านตัว
ฉะนั้นก็ควรจะใช้ยาสีฟันที่สร้างสมดุลของแบคทีเรียในช่องปากนะครับ,อัศวินก็ควรจะใช้อาจิตความพิษที่สังคม ก็อย่างเหมือนกับความคิดในลิฟท์ทั้งฝาก
ดีเนี่ยก็จะทำให้สุขภาพดีนะครับ,ตลอดทั้งเดือน ที่ดีก็จะทำให้สุขภาพดี
แล้วก็ตัวนี้ที่เราคิดว่าเป็นนวัตกรรมนะครับซึ่งอยู่ภายใต้บริษัท JV ระหว่างอินเตอร์ ฟาร์มา กับ ไทย ยูเนี่ยนนะครับ,แล้วก็ตัวนี้ที่เราคิดว่าเป็นนาวาธรรมเลยครับ ซึ่งผ่านอยู่ไพ้ตายไปจาก jv ระหว่าง Interforma กับ Thai Union เลยครับ
 ทางอินเตอร์ฟาร์มาถือหุ้น 51% ทางไทย ยูเนี่ยนถือหุ้น 49% ซึ่งอินเตอร์ ฟาร์มา 49,อาอินเตอร์ฟามาถึงคุณ 51 เปอร์เซ็นต์ ถอยยุนีถึงคุณ 49 เปอร์เซ็นต์ ชื่ออินเตอร์ฟามา ศิลิตา
ก็คิดว่าน่าจะถึงเวลาที่เราจะทำการให้คนรู้จักแพร่หลายนะครับ,สิ่งก็น่าจะถึงเวลาที่เราจะเริ่มความการให้คนรู้จักแพ้หลาย ๆ เลยครับ
ก็คิดว่าตัวนี้จริง ๆ ก็เป็นนวัตกรรมมากนะครับผมเองก็ทานทุกวันให้คุณแม่ทานให้ลูก ๆ ทานเนี่ย,ก็คิดว่าตัวเนี้ย จริง ๆ แล้วเป็นอาวุธตราจำมากเลยครับผมเองเขาถ่านทุกวัน ให้คุณแม่ถ่าน ให้ทุกๆ คนถ่านเนี้ย
ผลิตภัณฑ์นมในท้องตลาดเนี่ยไม่มี DHA ได้ถึงไม่เกินแค่ 100 กว่ามิลลิกรัมเองครับ,หืดพันโน้ทในทองตลาดไม่มีดีเอสเซได้ถึงไม่เกิดแค่ 100 บาทเมริกษามันครับ
600 มิลลิกรรมเนี่ยจะเทียบเท่ากับการปลาถึงเราจะเก็บ DHA 600 มิลลิกรัมต้องผ่านปลาถึง 20 กิโล,600 เมกรัมเนี่ยจะเท่ากับการปลาถึงกันเราจะเก็บ dha 600 เมกรัมต้องผ่านปลาถึง 20 กิโลกรัม
 แล้วก็อย่างที่เรียนนะครับว่าโรงงานที่อยุธยาเนี่ย อันนี้เราก็ทำตั้งแต่ปีที่แล้วปี 2022,แล้วก็อย่างที่เรียนท่าว่าโรงงานยุธิยา เดี๋ยวตอนนี้เราก็ทำได้ครับ ปีที่แล้วนะ 2022
แผนที่เราจะปรับให้เป็น EU Standard นะครับ Standard ระดับโลกสามารถจะส่งออกไปทั่วโลกได้,แผนที่เราจะปล่อยให้เป็น EU Standard แล้วเราเป็น Standard ระดับโลก สามารถจะส่งออกไปทั่วโลกได้
เพราะปัจจุบันคนจะเป็นโรคตาค่อนข้างมากนะครับ ไม่ว่าจะเป็นเด็กที่จะเป็นสายตาสั้น,เพราะว่าพอเจ้าป่านเนื้อคนจะเป็นล้องตากันทั้งๆมากนะครับ ไม่ว่าเด็กที่จะเป็นสายตาสั้น
คนแก่มากขึ้นก็จะมีสายตายาวมากขึ้นมีต้อกระจกมากขึ้นต้อหินมากขึ้น,คนแจ่มากขึ้นก็จะมีสายตายาวมากขึ้น มีต้อประจกมากขึ้น ต้อหินมากขึ้น
แล้วก็คิดว่าน่าจะ Launch ได้ใน ไตรมาส 4 ปี 2026 นะฮะ,แล้วก็นี่ครับ ติดตามตอนต่อไป ภาษาอังกฤษ
เพราะง่ามันจะมีกระบวนการผลิตเทคโนโลยี Transfer ขึ้นทะเบียนอะไรต่าง ๆ,เพราะว่ามันจะมีกระบวนการผลิตเทคโนยีทานเฟิร์ด คืนตรักเดียดหรืออะไรต่อไป
แล้วก็เรามีแผนนะครับว่าจะทำไปสู่,แล้วก็เราก็มีแผนที่เราก็จะทำพิศูนย์
แล้วก็มีแผนที่จะทำยาหม่องยาดม,ก็พักละก็มีแผงเกี่ยวกับมองกัน
ผมคิดว่าลูกอมก็เป็นลูกอมที่มีความแตกต่างบรรเทาอาการไอได้นะครับ,ผมคิดว่ารุ่งอมนั้นก็เป็นรุ่งอมที่มีแปลกต่างครับ บันทองอาการไอ้ได้เลยครับ
อย่างกระชายขาวที่ป้องกันการติดเชื้อลดการอักเสบได้,ก็ใช้ข่าวที่ป้องกันการติดเชื้อ รุ่นการประเศษได้
แล้วก็ในแง่ของสัตว์นะครับ ผลิตภัณฑ์สุขภาพครบวงจรนะครับ,แล้วก็ในแง่ของสัตว์นะครับ เป็นความสุขภาพแล้วก็คบมงจรเลยครับ
ไม่ว่าจะเป็นยานะครับ กลุ่มยา ยาสำหรับน้องหมาน้องแมว,ไม่ว่าเราจะเป็นหญ้านะครับ หญ้าสำหรับน้องหมา น้องแมว
แล้วก็ไม่ว่าจะเป็นอาหารสุขภาพนะครับของเราเป็น Pet Product ที่,แล้วก็ไม่ว่าจะเป็นอาหารสุขภาพนะครับ ของเราเป็นเวสต์ออดับที่...
ทั้ง Preservative Free ทั้ง Gluten Free Grain Free แล้วยังใส่ Prebiotic ใส่ Omega 3,ทั้งที่เซเวอร์ที ฟรีกิต ปลูเต้นฟรี แกรนฟรี และยังใส่ทีโรยนติกใส่โอเมกา 3
ส่งออกภายในสิ้นปีนี้ส่งออกได้ทั้ง 7 ประเทศนะครับ,ส่งออกในแผนที่ซึ่งปีนี้ อาจจะส่งออกได้ทั้งหมด 7 ประเภท
เดือนหน้าเราก็จะมีการไปออกบูธที่ยุโรปแล้วก็จะไปเปิดตลาดที่ยุโรป,เมื่อนั้นเราก็จะมีการไปออกบูติที่โยก แล้วจะเปิดตลาดที่โยก
 เราถือหุ้น 60% นะครับ ห้องเย็นเอเชียน Asian Alliance ถือหุ้นอยู่ 40% นะครับ,เอาถึงรุ่น 60% นะครับ ของเงินอาเชียนอะไร เอาถึงรุ่น 40% นะครับ
 นี่ก็คือคำว่าผลิตภัณฑ์เพื่อสุขภาพแบบครบวงจร แล้วก็คำว่าต้นน้ำยันปลายน้ำเนี่ย,นี่ก็คือคำว่าเป็นทางสุขภาพแบบโปรงจร แล้วก็คำว่าต้นน้ำยันไปนะนี่
ปัจจุบันเราก็มีโรงงานอยู่ 2 โรงงานนะครับ โดยเฉพาะโรงงานที่อยุธยาเนี่ยจะ,เมื่อเช่นก็มีโรงงานอยู่สองโรงงาน เมื่อเช่นว่าโรงงานที่อิธยาเนี่ย
ที่โมเดิร์น ฟาร์มาเราก็มีการวิจัยพัฒนาแต่หนักออกไปทาง,พิมมาทั้งฝามารถเขามีการพิษัยพัฒนา และน่าเอาไปทำ
ก็มีโรงพยาบาลอยู่ 1 แห่งที่เราถือหุ้นอยู่ 50% นะครับ ,แล้วก็มีหลงอย่างบ้านอยู่ในแข่งที่เราถึงพูด 50%
พูดถึงกรณีโรงงานอยุธยาเราปัจจุบันเราก็จด Field Capacity ได้,บุรุษกรรณีโรงงานยุธิยาปัจจุบันแล้วก็จะซื้อภาพประสิทธิได้
มากขึ้นเรื่อย ๆ จากการที่เราก็จะไปคุยกับ Partnership เพิ่มนะครับ,มาที่เรื่อยๆ จากที่นี้ เราก็จะไปคุยหา Partner Shift เพิ่มนะครับ
ซึ่งก็ยังเป็น On going process อยู่เรื่อย ๆ นะครับ,ก็ยังเป็นออนโกรธิ์ โพเซตอยู่เรื่อย ๆ นะครับ
เชื่อว่านักลงทุนหลายท่านก็มีได้ไปดูโรงงาน ในแง่ของปลายน้ำเนี่ยปัจจุบันเนี่ย,น้ำลงตัวหลายท่านก็มีได้ปิด และแง่ของปลายน้ำนี่ ตอนนี้
LAB Pharmacy เราก็มีการขยายเพิ่มอีก 7 สาขาในปีนี้ ก็เป็น 27 สาขานะครับ,แล้วก็มีการขยายเพิ่มอีก 7 สาขาในปีนี้ก็เป็น 27 สาขา
แล้วก็คิดว่าถึงสิ้นปีเป้าจริง ๆ เราอยู่ที่ 35 สาขาแต่น่าจะจบที่ประมาณ 30-31 สาขา,โดยกรรม ศิษย์วัฒนศิลปิน ฮ.บ.เจ็งเหล่าละฝันศิพยาศาสตร์ ภาษาอังกฤษ ศิษย์วัฒนศิษย์วัฒนศาสตร์ ภาษาอังกฤษ ศิษย์วัฒนศาสตร์ ภาษาอังกฤษ ศิษย์วัฒนศาสตร์ ภาษาอังกฤษ ศิษย์วัฒนศาสตร์ ภาษาอังกฤษ ศิษย์วัฒนศาสตร์ ภาษาอังกฤษ ศิษย์วัฒนศาสตร์ ภาษาอังกฤษ ศิษย์วัฒนศาสตร์ ภาษาอังกฤษ ศิษย์วัฒนศาสตร์ ภาษาอังกฤษ ศิษย์วัฒนศาสตร์ ภาษาอังกฤษ ศิษย์วัฒนศาสตร์ ศิษย์วัฒนศาสตร์
เพราะว่าหลาย ๆ ที่เนี่ยก็อาจจะ Landlord ยังทำไม่เสร็จ ยังไม่ได้ส่งพื้นที่,เพราะว่าหลาย ๆ ที่นี่ก็จะลานดลอร์ด ยังทำไม่เสร็จ ยังไม่ส่งไปที่
นะครับ แล้วก็เรื่องของการที่จะได้รับอนุญาตยาก็ต้องใช่เวลาด้วยครับ,และเรื่องของการที่จะต้องแนะนำไปในอันยาก็ต้องใช้เวลาด้วย
อันนี้ก็จะเป็นสาขาใหม่ ๆ นะครับที่เราจะเปิดที่ Little Walk นะครับที่เปิดไปเมื่อ เมื่อ เมื่อ,ตอนนี้ก็จะเป็นสาขาวใหม่ๆ ที่เราจะเปิด เรียกว่าว่า ที่เพิ่งเปิดไป เมื่อ...
เมื่อวันพุธ เอ๊ะ ก็คือเมื่อวานซืนนะครับวันที่ 27 กันยา,ก็วันพุด เอ้ย ก็คือวันวาทสืนนะครับ วันที่ 27 จันยา
แล้วก็จะมีสาขาใหม่ที่เราจะเปิดร่วมกับทาง OR หรือสถานีน้ำมันปตท. เนื่ย,แล้วก็จะมีสาขาใหม่ที่เราจะเปิดรวมกับทางโออานะครับ หรือสถานีน้ำมันของตะท้อเนี่ย
ก็กำลังจะเปิดอีก 2 สาขานะครับในไตรมาส น่าจะเปิดเดือนหน้าเดือนตุลานะครับ,ก็กำลังจะเปิดอีก 2-3 ชาตินะครับ ในเดือนหน้า เดือนทุลาวนะครับ
 เปิดอยู่ที่วิภาวดี 62 นะครับ,อ่า อยู่ที่ อ่า โดยพยาบาลตี 62 นะครับ
อันนี้เป็นสาขาต้นแบบของของสถานีน้ำมันปตท.,เนี่ย เนี่ย เนี่ย เนี่ย สักคราวตั้งแบบ ผมขอขอบคุณที่ได้รับการกดปราศาจ
ก็แผนที่จะเปิดร่วมกันอยู่ที่ประมาณ 12 สาขาต่อปีนะครับ,เพราะแผนที่จะเปิดร่วมกันก็จะอยู่ประมาณ 12 ฝ่าคัตกับปีนะครับ
ความร่วมมือในรูปแบบอื่น ๆ เพิ่มเติมด้วยนะครับ,ความรู้หมือในรูปแบบอื่นๆ ทั้งเติมด้วยนะครับ
แล้วก็โรงพยาบาลนครพัฒน์นะครับ นครพัฒน์ที่นครศรีธรรมราชปัจจุบันก็กำลังรีโนเวทนะครับ ถ้าท่านได้ลงไปนครศรีธรรมราชจะเห็นว่า,ก็ลงบาลนักคอมพัทธิ์นะครับ นักคอมพัทธิ์ที่นักคอมศรีธรรมราศตร์ประจิตบันก็กำลังอยู่ อินโรเวนนะครับ ถ้าท่านได้ลงไปที่นักคอมศรีธรรมราศเจ๋งมาก
กำลังรีโนเวทนะครับแล้วนี่ก็จะเป็นภาพว่าหลังเรานีโนเวทเสร็จเนี่ย,กำลังอื่นหลังเวลา ขอบคุณครับ ขอบคุณท่านครับ ขออภัยนะครับ อื่นหลังเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเวลาเ�
ก็จะเป็นโรงพยาบาลระดับมาตรฐานสากลนะครับที่เรามีเป้าหมายทั้ง,ก็จะเป็นหล่อมบาลระดับมัดหาศาสตร์ก่อนนะครับ เราคิดว่าเรามีท่อหมายทั้ง...
ผู้ป่วยชาวไทยแล้วก็ต่างชาติไม่ว่าจะมาจากกระบี่จากอะไรต่าง ๆ รวมทั้งนครศรีธรรมราชเองก็เป็นจังหวัดใหญ่นะครับ,ปุ่มป่วยชาวไทยและก็ต่างชาตินะครับ ไม่ว่าจะมาจากกระบี จากอะไรต่าง ๆ รวมทั้งนครสีธรรมราชเองก็เป็นจังหวัดใหญ่นะครับ
" เพิ่มเติมไม่ว่าจะ Check-up Trauma center ศูนย์ล้างไต,",ตรงเติมนึกว่าจะเช็คอัพทอมมาเซนเตอร์สูงหลังไป
"ศูนย์การนอนหลับ, ภูมิแพ้ แล้วก็ในแง่ของ Aesthetic เรื่องความงาม",สื่องการนอนหลับ พูนแพ้ แล้วก็เหนือแย่ของเอสเฟติก เรื่องความเหงา
"ศูนย์ฟื้นฟูสุขภาพ, การได้ยิน นะครับ Beauty Center นะครับ สไลด์เลยครับ",ทั้งความส่วนสูงสูงสุขภาพ การได้ยิน บิวตี้เซ็นเตอร์ ทางสายเลยครับ
ปีที่แล้วนะครับเราอยากจะ เราก็ได้ SET Award ในเรื่องของ Innovative,ปีที่แล้วนะครับ เราก็ได้เซตออวอร์ดอย่างงี้ ของอินโรเวที
มีนวัตกรรมนะครับใหม่ ๆ โดยเฉพาะเรื่องของ Probiotic เราก็ยังเป็นผู้นำอยู่,มีนวัตกรรมในใหม่ เป็นสำหรับเรื่องโปรกฤติ เราก็ยังเป็นผู้นำอยู่
แล้วก็อย่างที่เคยเรียนตั้งแต่ไตรมาสที่แล้วนะครับ แล้วก็ปัจจุบันทาง KGI ก็เป็นที่ปรึกษาในการนำบริษัท,ก็อย่างที่เรียนได้ตั้งแต่มากที่แล้วนะครับ ปัจจุบันแล้วก็ทาง TGI ก็เป็นที่ผลศาลในการนำบริษัท
ก็ แล้ว ก็ตั้งบริษัท Advisory Plus ในการที่จะเอาโรงพยาบาลนครพัฒน์เข้าตลาด,แล้วก็ต้องไปสัดไอรัสชุดรีผัดในการพิจักษ์โรงบันและคอนพัทย์เข้าตลาด
ตอนนี้เป้าหมายของบริษัทก็ยังเหมือนเดิมนะครับ อันนี้ก็อาจจะยังไม่อัปเดตเพราะว่า,ตอนนี้ ป้อมหมายของกันสัตว์ก็ยังเหมือนเดิมนะครับแต่อันนี้ก็อาจจะยังไม่อัพเดตเพราะว่า...
เรากำลังเริ่มทำแผนของ 5 ปีข้างหน้าคือ 2024-2028 นะครับ,เรากำลังเริ่มทำแผนของ 5 ปีขึ้นมานะครับ คือ 2024-2028 นะครับ
 ว่ามันมีสิ่งแวดล้อมใน 5 ปีข้างหน้าสิ่งแวดล้อมเอง5ปีข้างหน้าจะมีการเปลี่ยนแปลงในบ้าน,ว่ามันมีสิ่งร้อนๆ ใน 5 ปีขึ้น อาจจะมีการเปลี่ยนแปลงอะไรบ้างหรือเปล่านะ
เรา ตอนนี้เรายังไปตามแผนมีเรื่องอะไรใหม่ๆ ที่เราอาจจะต้องปรับแผนหรือมีแผนเดิมที่บางอย่าง,ตอนนี้เรายังไปตามแผน มีเรื่องอะไรใหม่ ๆเราอาจจะต้องปัดแผนอยู่ในแผนเดิมที่บางอย่าง
ไม่เวิร์คนะเราอาจจะต้องเอาออกไปนะครับหรือว่ามีอะไรใหม่ ๆ ,ไม่เวลาเราอาจจะต้องเอาออกไปนะครับ หรือว่ามีอะไรใหม่
 ตอนนี้เราก็ใช้การ Revisit แผนเราก็เพิ่งประชุมทีมเมเนเจอร์กันไปเมื่อสัปดาห์ที่แล้วนะครับ,ตอนนี้เราก็เชิญการรีวิซิตแผนแล้วก็เพิ่งประชุมทีมเมนเนเจอร์กันไปเมื่อสัปดาห์ที่แล้วนะครับ
ในการที่จะ Develop แผน 2024-2028,เดี๋ยวท่าน นี่ เรียกว่า 6 แคมป์ ส่งไปที่ 4 แล้วส่งไปที่ 8
กลุ่มนึงก็คือทางปตท. ภายใต้บริษัท อินโนบิก เอเซีย เนี่ย ,อีกภูมินึกก็คือทางประทัพไฟใต้เมษัตริย์อินโอเบิร์ก เอเชียนี่
ก็ ก็ ก็ได้มีการรีเควสกับทางอินเตอร์ ฟาร์มาเหมือนกันว่าอยากให้เป็นแผน 15 ปีนะครับ,ก็ได้มีการรีเครสกับทางอินเตอร์ฝามาร์ เป็นแผน 15 ปี
 ซึ่ง ซึ่งเราก็เลยมีการทำแผน 2024-2038 เลยครับ,ซึ่งเราก็เลยมีการทำแผนเป็น 2024-2038 เลยครับ
เพราะ 15 ปีข้างหน้าเนี่ยเราจะมีพัฒนาการในเรื่องอะไรต่าง ๆ,เพราะ 15 ปีข้างหน้านี่ เราจะมีพัฒนาการในเรื่องอะไรกันต่าง
ซึ่งก็ถูกต้องนะครับ เพราะไม่ว่าจะเป็นธุรกิจน้ำมันหรือธุรกิจยาเนี่ยมันเป็นธุรกิจที่ค่อนข้างระยะยาว,ซึ่งก็ทุกๆ นะครับ เพราะว่าไม่ว่าจะเป็นธรรมกิจน้ำมัน หรือธรรมกิจยา มันจะเป็นธรรมกิจที่สัดแท้งและยาวๆ
ในการจะขึ้นทะเบียนในการจะเอาเทคโนโลยี Transfer ที่จะพัฒนานวัตกรรมซึ่งเป็นเป้าหมาย,และการจับขึ้นเตรียมในการแพร่เทคเมอรี่ทางเฝิ่งในการที่จะพัฒนานวัตตกรรมสูงกันเข้าใหม่
ข้อมูลทางการเงินล่าสุดก็ยังเป็นไตรมาส 2 นะครับ,ข้อมูลทางอาการที่ล่าสุดก็ยังเป็นใต้มาสอง
 คือจริง ๆ แล้วไตรมาส 1 เนี่ย จะอยู่ประมาณ 400 กว่าล้านแล้วก็กำไรประมาณ 40 กว่าล้านแต่ก็ยอมรับนะครับว่า,คือจริงๆแล้วใจมาร์ค 1 เนี่ยจะอยู่ประมาณ 400 ประหลานแล้วก็กำไลโดยประมาณ 400 ประหลาน แต่ก็ยอมรับเลยครับว่า
ว่าตั้งแต่ไตรมาส 2 3 4 เนี่ยเราจะเริ่มมีการ,ว่าตั้งแต่ใต้มาส 2 สามสี่เนี่ย เราจะเริ่มอิจารณ์
ก็ Probac นะครับ ซึ่งปัจจุบันภายใต้แฟมิลี่ของ Probac ก็มีผลิตภัณฑ์ค่อนข้างหลากหลายนะครับ,ก็โบแบบนี้ครับ โบกัส สิ่งที่มันจะกลายเป็นใน จำนี้ โบแบบนี้ก็มีทุกขัน ขึ้นข้างหลักหลายนะครับ
ฉะนั้นเนี่ย เรายอมรับว่าเราต้องเอากำไรเนี่ยไปสร้างแบรนด์นะครับ,ฉะนั้นเนี่ยเราก็อย่างรักอย่างหนึ่งว่าเราจำเป็นที่จะต้องเอาคำไรไปสร้างแผน
ซึ่งเรามองว่าการสร้างแบรนด์ก็เหมือนการสร้าง Intangible Asset,ก็หวังว่ากันซะ มันก็มีกันซะ อินทันเทพก็อดเสร็จ
แล้วก็เราก็คิดว่ามันก็จำเป็นเพราะว่าเรา,แล้วก็คิดว่ามันก็จำเป็นเลยครับเพราะว่าเรา
คิดว่าเราไม่สามารถเอากำไรเพื่อโชว์ว่ากำไรดี ระยะสั้นดีแต่ระยะกลางและยาวอาจจะไม่,คิดว่าเราไม่สามารถจะเอากำไรเพื่อโชว์ เอากำไรดี แต่ว่าระยะสั้นดี แต่ระยะกลางน้อยหยาว อาจจะเว้ย
และเราก็ยังอยู่ในช่วงที่จะเป็นการลงทุนในเรื่องต่าง ๆ ไม่ว่าจะการปรับ,เราก็ยังอยู่ในช่วงที่จะเป็นการลงคุณ ในตรง ๆ ต่าง ๆ ไม่ว่าจากการปรับ
การขยายสาขาของร้าน LAB Pharmacy การปรับปรุงโรงพยาบาลให้เป็นมาตรฐานสากลเพื่อรองรับระยะยาว,การขยับสักฐานของร้านแหลกฝรั่งมะสี การปรับปูรงวัลพยาบาลให้เป็นรัฐฐานศาสตรน เพื่อลองรับระยะหยาว
การที่ตะสร้างแบรนด์ผลิตภัณฑ์ใหม่ ๆ ให้ผู้บริโภครับรู้นะครับมากขึ้น,การที่จะสร้างแบนผลิตพันใหม่ให้ตัวไม่ต้องรับหลุมอาจารย์มากขึ้น
เพราะฉะนั้นอย่างกรณีไตรมาส 2 จริง ๆ แล้ว,แล้วเช่นนั้น อย่างกรรณีไตมาส 2 นี่ถ้าถึงถึงเรา
ถ้าเราเอาค่าใช้จ่ายจากการโฆษณากลับเข้าไปจริงๆแล้วรายได้,ข้าวใจในภาษาหน้ากลับเข้าไป นี่จริงๆแล้ว อะไรได้
พอเราเอาเงินกำไรบางส่วนไปทำโฆษณาก็จะทำให้,พอเรามีการเอาเงินสำรวจไปลิฟท์ภาษาหน้า ก็จะทำให้...
ลดลงไปตามค่าใช้จ่ายโฆษณาที่เราเอาไปใช้นะครับ,ต้องลงไปตามทางแสดงพวกสนักที่เราเอาไปใช้เองนะครับ
ส่วนไตรมาส 2 เนี่ยจะเห็นว่า Revenue ต่ำกว่าไตรมาส 1 ก็เนื่องจากว่า,และก็ส่วนไตมาร์ด 2 เราเห็นว่า revenue นี่ต่ำกว่าไตมาร์ด 1 ก็นึงเฉพาะ
ไตรมาส 1 เนี่ยจะมียอดของการจ้างผลิตของเพวา รวมทั้งยอดการจ้างผลิตของ,ในตาลมาส ๑ จะมียอดของการจ้างพลิกฝงเทวา รวมทั้งยอดการจ้างพลิกฝง
สำหรับการใช้อย่างน้อย 3-6 เดือนนะครับ,สำหรับการใช้ 103 เดือน หรือ 6 เดือนนะครับ
หายไปจากการไม่มียอดการจ้างผลิตในไตรมาส 2 ซึ่งมีวันหยุดค่อนข้างเยอะนะครับ,หายไปจากการที่ไม่มียอดการจ้างผลิตในไทยมาสอบ ซึ่งมีวันหยุดค่อนข้างเยอะนะครับ
อย่างวันปีใหม่ไทยก็เป็นเหตุผลในการที่จะต้อง,ก็เป็นเหตุผลในการที่เขาจะต้อง
ไตรมาส 3 ไตรมาส 4 ก็จะมียอดการจ้างผลิตกลับเข้ามาโดยเฉพาะจากเพวานะครับบริษัทอิสราเอล,แต่ใต้มาส 3 ใต้มาส 4 นี่ก็จะมียอดจ้างผลิตกับเข้ามานะครับ เพื่อเขาจับเทวากับพิษฐิกรรม
ปัจจุบันเนี่ยทุกท่านก็จะเห็นว่าสัดส่วนของทางของคน ก็ ก็จะ ของคนก็จะมากขึ้นนะครับ,ก็จุดบันเนี่ยทุกท่านก็จะเห็นว่าสัตว์ส่วนของทางของคนเนี่ยก็จะ คนก็จะมากขึ้นนะครับ
 และการที่เรามีร้านขายยาร้าน LAB นะครับที่เป็นยาเฉพาะสำหรับคนนะครับ,และการที่เรามีร้านแหลับซึ่งเป็นร้านขายกาแสพรรคสำหรับคน
เราก็ เราก็จะเห็นว่าสัดส่วนของ,แล้วก็จะเห็นว่าสัตว์ส่วนของ
สำหรับสัตว์เนี่ยอยู่ประมาณ 20% แล้วก็โรงพยาบาลประมาณ 12.7%,สำหรับสัตว์เนียร์อยู่ประมาณ 20 เปอร์เซ็นต์ แล้วก็โรงบาลประมาณ 12.7 เปอร์เซ็นต์นะครับ
Bad speech remove from dataset,ใบสิ่งเน่นนะครับ ในแง่กว่าที่นั่นเป็น อะไร ใต้น้ำ
ของคนอยู่ที่ 69% ของสัตว์จะอยู่ที่ 19% แล้วก็โรงพยาบาลเนี่ย 12%,ของคนก็จะอยู่ที่ 69 เปอร์เซ็นต์ ของสัตว์จะอยู่ที่ 19 เปอร์เซ็นต์ แล้วก็ร่วมบาล 12 เปอร์เซ็นต์
