true_text,pred_text
นะครับหลังจากนั้นเขาจะขอทดลองใช้อาจจะ 15 เคส 20 เคส,แล้วระหว่างทางเนี่ยถ้าไม่มีคุณภาพอ่ะ มันก็จะตายไปเลยครับ
คนไข้ดีขึ้นได้ผลมันถึงจะมูฟไปสเต็ปถัดไป,หลังจากนั้นก็จะขอทดลองใช้อาจจะ 15 เคส 20 เคส
เพราะฉะนั้นอยากจะเรียนทุกท่านว่ามีแบรนด์อาหารเสริมแบรนด์,คนไข้ดีขึ้นได้ผลเนี่ยมาถึงจะบูบไปสเต็ปถัดไป
เพราะว่าจริง ๆ แล้วมันต้องอยู่ในมาตรฐานในการผลิตที่ค่อนข้างสูงนะครับ,อยากจะเรียนทุกท่านเลยว่ามันมีแบรนด์อาหารเสริมแบรนด์
เพราะฉะนั้นจริงจริงแล้ว ทุกท่านถ้าหากไปทานยี่ห้ออื่นแล้วดูเหมือนถูกกว่าแต่จริงจริงแล้วมันอาจจะไม่ได้อะไรเลยเหมือนท่านกินแป้งอะครับ,เพราะว่าจริงๆ แล้วมันต้องอยู่ในมาตรฐานในการผลิตที่ค่อนข้างสูงนะครับ
แล้วก็สิ่งที่น่ากลัวมาก ๆ คือสารปนเปื้อนนะครับ,ถ้าไม่ทาน อาจจะดูแล้วเหมือนถูกกว่า แต่อาจจะไม่ได้เลย เหมือนท่านกินแป้ง
การที่ท่านจะบำรุงสุขภาพกลับกลายเป็นท่านเสียสุขภาพนะครับ,แล้วก็สิ่งที่น่ากลัวมาก ๆ คือสารผลเพื่อนนะครับ
เพราะฉะนั้นเนี่ยก็เป็นสิ่งที่คุณจริงจริง แล้วต้องยอมรับว่าคุณจะทานอะไรเข้าไปเนี่ย,การที่ท่านจะบำรุงสุขภาพ แต่กลายเป็นรัฐท่านเสียสุขภาพนะครับ
ก็ ก็ ก็นะครับสำหรับ YUUU ก็คิดว่าจะไปเรื่อย ๆ ตาม,เพราะฉะนั้นเนี่ยก็เป็นสิ่งที่คนจริงๆ แล้วต้องยอมรับว่าคุณจะทานอะไรเข้าไปเนี่ย
เพราะฉะนั้นเนี่ยคิดก็สิ่งก็คุณจริงจริง แล้วต้องยอมรับว่าคุณจะทานอะไรเข้าไปเนี่ย,ก็ งั้นครับสำหรับอยู่ก็คิดว่าก็จะไปเรื่อยๆตาม
เข้าใจในเรื่องของ Probiotic ดีรู้ว่ายาสีฟัน Probiotic มันเป็นเทรนด์ search google ก็ขึ้นนะครับ,เข้าใจมีเรื่องของโปรเบติกดี รู้ว่ายาสีควันโปรเบติกเนี่ยมันเป็นเทรนด์อย่างนี้นะครับ เสิร์ช google ก็ขึ้นแล้วแหละ
ก็ เราก็ไม่ได้ยิงอะไรเพิ่มนะครับ ก็ถ้าไม่อยากให้เงียบต้องไปยิงโฆษณาอีกแต่มัน,ก็เราก็ไม่ได้ยิงในเทอมนะครับเพราะถ้าไม่อยากให้เงียบ อาจจะต้องไปยิงโฆษณาอีก
ที่จะ ในการเติบโตอย่าง Sustainable นะครับ,ที่จะมีการเติบโตแบบซับซ้ายในโลกนะครับ
อาจจะต้องรอผลงานนิดนึงนะครับในการที่เราจะเติบโตนะครับแต่เราไม่ใช่บริษัทที่จะทำงานแบบตีหัวเข้าบ้านนะครับ,อาจจะต้องรอผลงานนิดหนึ่งครับในการที่เราจะเปิดโตนะครับ เราไม่ได้เป็นประชาธิภาพทำงานแบบปีหัวเข้าบ้านนะครับ
"ค่ะ สวัสดีค่ะ
ขอต้อนรับเข้าสู่การแถลงผลประกอบการ",สวัสดีค่ะขอต้อนรับเข้าสู่การแถลงผลประกอบการ
"ไตรมาสท 3 นะคะ
ของปี 22/23",ปีมาตรที่ 3 นะคะของปี 2022 ครับ 2023
"ก็คือตุลาจนถึงธันวา 22
ของบริษัท อีสเทิร์นโพลิเมอร์กรุ๊ป",ตุลาจนถึงธันวาสองสองของบริษัทอีสเติ้ลพอลิเมอร์กรุ๊ป
"กรุ๊ป จํากัด มหาชน หรือ epg
นะคะ ภายในกิจกรรม opportunity days",จำกัดมหาชนหรือ EPG นะคะภายในกิจกรรม Opportunity days ของ
"ของตลาดหลักทรัพย์แห่งประเทศไทยค่ะ
ในวันนี้ค่ะ ทาง epg อ่า",ตลาดหลักทรัพย์แห่งประเทศไทยค่ะในวันนี้ค่ะทาง อีพีจี อ่า
"มีผู้บริหารนะคะ มาแถลงให้
ข้อมูลนะคะ ท่านแรกค่ะ",มีผู้บริหารนะคะมาแถลงให้ข้อมูลนะคะท่านแรกค่ะ
"รองศาสตราจารย์ ดร.เฉลียว
วิฑูรย์ปกรณ์",รองศาลาจารย์ ดร.เฉลี่ยวิทูลประกอบรองประธานเจ้าหน้าที่
"รองประธานเจ้าหน้าที่บริหารค่ะ
ค่ะ และดิฉันค่ะ ปภาวดี ณ",ที่บริหารค่ะ ค่ะ และดิฉันค่ะ ประภาวดี ณ
"ระนอง
ผู้ช่วยผู้อํานวยการฝ่ายนักลงทุนสัมพันธ์ค่ะ",น้องผู้ช่วยผู้บริการฝ่ายนักลงทุนสำคัญค่ะ
"ในโอกาสนี้นะคะ
ขอเริ่มจากทางรองศาสตราจารย์ดร.เฉลียวนะคะ",ในโอกาสนี้นะคะขอเริ่มจากทางรองศาสตราจารย์ดร.เฉลี่ยวนะคะ
"กล่าวทักทาย ท่านนักลงทุนค่ะ
เชิญค่ะ ครับ ก็สวัสดีครับ",ท่านนักลงทุน ค่ะ เชิญค่ะ ครับ ก็สวัสดีครับ
"ท่านนักลงทุนและ
ทางผู้สื่อข่าวทุกท่าน นะครับ",นักลงทุนและทางผู้สืบข่าวทุกท่านนะครับ
"ที่รักนะครับ วันนี้ก็เป็น
อีกวันหนึ่งนะครับ",ที่รักนะครับ วันนี้ก็เป็นอีกวันหนึ่งนะครับ
"ซึ่งเป็นครั้งที่ 32 แล้วนะครับ
ของบริษัท อีสเทิร์น โพลิเมอร์",เป็นครั้งที่ 32 แล้วนะครับ ของบริษัท Eastern Polymer Group
"กรุ๊ป จํากัด มหาชน ที่ได้มา ออก
การของ official day นะครับ",จำกัดหาชนที่ได้มาออกรายการของ Opportunity Day นะครับ
"ของทางตลาดหลักทรัพย์แห่งประเทศไทย
วันนี้ก็เป็นการแถลงในเรื่องเกี่ยวกับทางด้านของการดําเนินงาน",ทางตลาดหลักทรัพย์แห่งประเทศไทยวันนี้ก็เป็นการแถลงในเรื่องเกี่ยวกับทางด้านของการดำเนินงาน
"เอ่อ งบ ไตรมาสท 3 นะครับ
ของบริษัท อีสตัน โพลิเมอร์",ก็เป็นงบไตรมาสที่ 3 นะครับ ของบริษัท Eastern Polymer Group
"กรุ๊ป จํากัด มหาชน
ตั้งแต่เดือนตุลาคมถึงธันวาคม",จำกัดมหาชน ตั้งแต่เดือนตุลาคมถึงธันวาคม
"นะครับ 2500 เอ่อ
65 นะครับ ซึ่ง ในวันนี้",สองพันห้าร้อยหกสิบห้า นะครับ ซึ่งในวันนี้
"เนี่ย นะครับ
เราเองก็จะมีทางด้านของคุณปภาวดี",นี่แหละครับ เราเองก็จะมีทางด้านของคุณปัฏภาวดี
"แล้วก็ทางผมเอง เนี่ย
จะมาให้รายละเอียด",แล้วก็ทางผมเองเนี่ยจะมาให้รายละเอียด
"ในการดําเนินงาน ๆ พร้อมกับทางด้านของ
เอ่อ แนวทางทิศทางนะครับ",ในการดำเนินงานพร้อมกับทางด้านของแนวทาง ทิศทางนะครับ
"การดําเนินงานของทางอีสเทิร์นโพลีเมอร์กรุ๊ป
จํากัด มหาชน",ดำเนินงานของทาง Eastern Polymer Group จำกัดหมาชน
"ในไตรมาสที่ผ่านมากับไตรมาสที่เหลือนะครับ
ที่จะเกิดขึ้นในปีประจําปี",ไตรมาสที่ผ่านมากับไตรมาสที่เหลือนะครับที่จะเกิดขึ้นในปีประจำปีในด้านการเงิน
"ในด้านของบัญชีของ 2565/2600
เอ่อ 2566 ครับ",ของบัญชีของสองพันห้าร้อยหกสิบห้าครับสองพันหกร้อย เอ่อ สองพันห้าร้อยหกสิบหกครับ
"ขอเชิญรับฟังเลยครับ ขอบคุณครับ
ค่ะ ดิฉันขอเริ่มจากตัว เอ่อ",เชิญ เราฟังเลยครับ ขอบคุณครับ ค่ะ อิฉันขอเริ่มจากตัว
"สรุป คร่าว ๆ
ตัวเลขการดําเนินงานนะคะ เอ่อ",สรุปคร่าว ๆ ตัวเลขการดำเนินงานนะคะ
"epg เนี่ย เป็น holding company
นะคะ ลงทุนในสามธุรกิจหลักนะคะ",EPG เป็น holding company ลงทุนใน 3 ธุรกิจหลัก
"เอ่อ โดยแบ่งสัดส่วนรายได้นะคะ
แบ่งเป็น 28 เปอร์เซ็นต์",โดยแบ่งสัดส่วนรายได้นะคะแบ่งเป็น 28 เปอร์เซ็นต์นะคะมาจากธุรกิจฉนวนกัน
"มาจากธุรกิจฉนวนกันความร้อนเย็นภายใต้แบบแบรนด์ของ
aeroflex นะคะ",เย็นภายใต้แบบแบรนด์ของ aerofex นะคะ
"ซึ่งเป็นฉนวนที่ใช้สําหรับหุ้มท่อลมเย็นนะคะ
ท่อนําความเย็นทําความร้อนในตัวอาคาร",เป็นฉะนวนที่ใช้สำหรับหุ้มท่อลมเย็นนะ ท่อนำความเย็นทำความร้อนในตัวอาคาร
"รวมถึงฉนวนกันความร้อนใต้หลังคานะคะ
ถัดไปเรามีรายได้ 50 เปอร์เซ็นต์นะคะ",ถึงฉะนวนการความร้อนใต้หลังคานะคะถัดไปเรามีรายได้ 50% นะคะ
"จากธุรกิจ เอ่อ
ชิ้นส่วนอุปกรณ์แล้วก็ตกแต่งยานยนต์นะคะ",จากธุรกิจชิ้นส่วนอุปกรณ์แล้วก็ตกแต่งยานยนต์นะคะ
"ภายใต้แบรนด์ของ aero KLAS ค่ะ
เอ่อ ธุรกิจหลัก ๆ ของ aero",ใต้แบรนด์ของ aero class ค่ะ ธุรกิจหลักๆของ aero class
"KLAS ก็คือ
พวกผลิตภัณฑ์พื้นปูกระบะนะคะ",ก็คือพวกผลิตภัณฑ์พื้นปูกระบะนะคะหลัง
"หลังคาครอบกระบะ บันได ข้าง
รถกระบะนะคะ แล้วก็ เอ่อ",ค่าคอบกระบะบันไดข้างรถกระบะนะคะแล้วก็อ่าธุรกิจ
"ธุรกิจในออสเตรเลียนะคะ
ที่ทําเกี่ยวกับชิ้นส่วนอุปกรณ์ตกแต่งยานยนต์ประเภท",ในออสเตรเลียนะคะที่ทำเกี่ยวกับชิ้นส่วนอุปกรณ์ตกแต่งยานยนต์ประเภท
"four wheel drive แล้วก็ suv
นะคะ ภายใต้แบรนด์ของ tjm fexy","Vidrive แล้วก็ SUV ภายใต้แบรนด์ของ TjM, Flexigun"
"KLAS นะคะ บลูคา
แล้วก็มีการซื้อกิจการมาเมื่อไตรมาสที่ 2 นะคะ",นะคะ โบคาร์ แล้วก็มีการซื้อกิจการมาเมื่อไตรมาสที่สองนะคะ
"ล่าสุดก็คือ four way suspension
product ออสเตรเลียนะคะ",ล่าสุดก็คือ foreway suspension products australia นะคะ
"ซึ่งทําเกี่ยวกับ โปรดักส์ประเภท
suspension ภายใต้แบรนด์ของ",ซึ่งทำเกี่ยวกับ Product ประเภทซัสเพนชั่นภายใต้แบรนด์ของ
"ทัชด็อก ค่ะ อีกธุรกิจนึงนะคะ
เรามีสัดส่วนรายได้ ี่",ค่ะ อีกธุรกิจหนึ่งนะคะเรามีสัดส่วนรายได้ยี่สิบสองเปอร์เซ็นต์จากธุรกิจบรรจุ
" 22 เปอร์เซ็นต์จากธุรกิจบรรจุภัณฑ์พลาสติกนะคะ
ภายใต้แบรนด์ epp แล้วก็ easy",ทุกพันธุ์พลาสติกนะคะภายใต้แบรนด์อีพีพีแล้วก็อีซี่
"ค่ะ
ซึ่งทําธุรกิจบรรจุภัณฑ์ประเภทถ้วยน้ําดื่มนะคะ",ซึ่งทำธุรกิจบรรจุภัณฑ์ประเภทถ้วยน้ำดื่มนะคะ
"แล้วก็กล่องอาหารค่ะ
นอกจากนี้นะคะ อีพีจี",กล่องอาหารค่ะนอกจากนี้นะคะ อีพีจี
"ยังมีการลงทุนในธุรกิจสนับสนุนอื่นอื่นนะคะ
ธุรกิจวิจัยพัฒนา",มีการลงทุนในธุรกิจสนับสนุนอื่นอื่นนะคะธุรกิจวิจัยพัฒนาแล้วก็
"แล้วก็ธุรกิจร่วมทุนค่ะ
มาดูตัวเลขของผลการดําเนินงานในไตรมาสท 3 กันค่ะ",แล้วก็ธุรกิจร่วมทุนค่ะมาดูตัวเลขของผลการดำเนินงานในไตรมาสที่สามกันค่ะ
"เอ่อ อีพีจีค่ะ
มีรายได้จากการขายนะคะ อยู่ที่",EPG มีรายได้จากการขาย
"อ่า  3,600 ล้านบาทนะคะ
ปรับตัวเพิ่มขึ้นจาก ปีก่อนนะคะ",อ่า สามพันหกล้านบาทนะคะปรับตัวเพิ่มขึ้นจากปีก่อนนะคะที่มี
"ที่มีรายได้จากการขายอยู่ที่ 2,945 ล้านบาท
หรือว่าเพิ่มขึ้น 2.1เปอร์เซ็นต์นะคะ",รายได้จากการขายอยู่ที่สองพันเก้าร้อยสี่สิบห้าล้านบาทหรือว่าเพิ่มขึ้นสองจุดหนึ่งเปอร์เซ็นต์นะคะแต่ว่า
"แต่ว่าถ้าเทียบกับไตรมาสที่ผ่านมา
เนี่ย จะลดลงอยู่ท 7.5",ถ้าเทียบกับเตยมาสที่ผ่านมาเนี่ยจะลดลงอยู่ที่เจ็ดจุด
"เปอร์เซ็นต์ค่ะ
สาเหตุหลักหลักเลยก็มาจากเรื่องของค่าเงินบาทที่แข็งค่าขึ้นอย่างรวดเร็วเมื่อเทียบกับดอลลาร์สหรัฐ",5% ค่ะสาเหตุหลักหลักเลยก็มาจากเรื่องของค่าเงินบาทที่แข็งค่าขึ้นอย่างรวดเร็วเมื่อเทียบกับดอลลาร์สหรัฐ
"นะคะ ก็จะกระทบต่อผล
ในการดําเนินงาน",ก็จะกระทบต่อผลในการดำเนินงาน
"มาดูในธุรกิจหลักธุรกิจแรกของเรา
ก็คือฉนวนกันความร้อนเย็นภายใต้แบรนด์ของ aero flex",ในธุรกิจหลักธุรกิจแรกของเราก็คือสนวนกันความร้อนเย็นภายใต้แบรนด์ของ aerofex ค่ะ ไตรมาส
"ไตรมาสนี้มีรายได้นะคะ อยู่ที่
839 ล้านบาทนะคะ",มีรายได้นะคะอยู่ที่แปดร้อยสามสิบเก้าล้านบาทนะคะเพิ่ม
"เพิ่มขึ้น 8.4 เปอร์เซ็นต์
year on year นะคะ",ขึ้น 8.4% year on year นะคะแต่ว่า
"แต่ว่าลดลง 13.2 เปอร์เซ็นต์
q on q นะคะ aeroflex เองนะคะ",ลดลง 13.2% q on q นะคะ แอร์โอเฟกต์เองนะคะ
"แม้ว่าจะได้รับผลกระทบจากเรื่องของอัตราแลกเปลี่ยนนะคะ
แต่ว่ายอดขายในสหรัฐอเมริกาค่ะ",ว่าจะได้รับผลกระทบจากเรื่องของอัตราแลกเปลี่ยนนะคะแต่ว่ายอดขายในสหรัฐอเมริกาค่ะ
"ยังเติบโตอย่างต่อเนื่องนะคะ
เพราะว่า เอ่อ ในสหรัฐอเมริกาเอง",ต่อเนื่องนะคะเพราะว่าในสหรัฐอเมริกาเอง
"เนี่ย
มีความต้องการฉนวนกันความร้อนที่มีมาตรฐานสูงนะคะ",มีความต้องการ ฉนวนการความร้อนที่มีมาตรฐานสูงนะคะ
"ประกอบกับทาง aeroflex อเมริกา เนี่ย
มีการขยายตลาดนะคะ ไปสู่ เอ่อ",ประกอบกับทางแอร์โรฟเฟกต์อเมริกาเนี่ยมีการขยายตลาดนะคะไปสู่
"ธุรกิจที่เป็น ultra low
temperature insuration",ธุรกิจที่เป็น
"แล้วก็ระบบพวก airduc system
นะคะ ทําให้มี revernue",และระบบพวก AirDuck System ทำให้มี Revenues
"เพิ่มขึ้นในส่วนของ product
ใหม่ในกลุ่มเหล่านี้ด้วยนะคะ",เพิ่มขึ้นในส่วนของ product ใหม่ในกลุ่มเหล่านี้ด้วยนะคะนอก
"นอกจากนี้เองในสหรัฐอเมริกาก็ยังมีเรื่องของ
เอ่อ",นี้เองในสหรัฐอเมริกาก็ยังมีเรื่องของปัจจัย
"ปัจจัยสนับสนุนทั้งภาคการผลิตนะคะ
การลงทุนในภาคเอกชนที่ยังขยายตัวนะคะ",สนับสนุนทั้งภาคการผลิตนะคะการลงทุนในภาคเอกชนที่ยังขยายตัวนะคะส่วนใหญ่
"ส่วนยอดขายในเอเชียนะคะ
โดยเฉพาะในญี่ปุ่นเอง เนี่ย",ยอดขายในเอเชียนะคะโดยเฉพาะในญี่ปุ่นเองเนี่ย
"ปรับตัวดีขึ้น
สินค้าในกลุ่มพรีเมียมของ aeroflex นะคะ",สินค้าในกลุ่มพรีเมี่ยมของแอลกอฟเฟกต์นะคะขายได้สูงสุด
"ขายได้ดีในญี่ปุ่นนะคะ เอ่อ
ยอดขายในประเทศก็ปรับตัวดีเช่นกันนะคะ",ในญี่ปุ่นนะคะ ยอดขายในประเทศก็ปรับตัวดีเช่นกันนะคะ ผลักดัน
"ตามการขยายตัวในภาคเอกชนนะคะ
ที่ทยอยฟื้นตัวขึ้นนะคะ",ขยายตัวในภาคเอกชนนะคะที่ทยอยฝืนตัวขึ้นนะคะหาก
"หากมาดูสัดส่วนรายได้นะคะ aeroflex เนี่ย
จะเป็นรายได้จากต่างประเทศอยู่ท 74.1",มาดูสัดส่วนรายได้นะคะแอร์โรฟิกเนี่ยจะเป็นรายได้จากต่างประเทศอยู่ที่ 74
"เปอร์เซ็นต์นะคะ
ส่วนในประเทศจะอยู่ที่ 25.9 เปอร์เซ็นต์ค่ะ",จุดหนึ่งเปอร์เซ็นต์นะคะส่วนในประเทศจะอยู่ที่ยี่สิบห้าจุดเก้าเปอร์เซ็นต์ค่ะ
"ถัดไปค่ะ เป็นธุรกิจนะคะ
ชิ้นส่วนอุปกรณ์ตกแต่งยานยนต์ภายใต้แบรนด์ของ",ถัดไปค่ะ เป็นธุรกิจ ชิ้นส่วนอุปกรณ์ตกแต่งยานยนต์ภายใต้แบรนด์ของ
"aero KLAS ค่ะ ในไตรมาสที่ 3
มีรายได้ จากการขาย","ในไตรมาสที่ 3 มีรายได้จากการขาย 1,000 บาท"
"1,498 ล้านบาทนะคะ
จะเห็นว่าเพิ่มขึ้น 5.7 เปอร์เซ็นต์นะคะ",พันสี่ร้อยเก้าสิบแปดล้านบาทนะคะจะเห็นว่าเพิ่มขึ้นห้าจุดเจ็ดเปอร์เซ็นต์นะคะ
"จากปีก่อนแล้วก็ลดลง 9.5 เปอร์เซ็นต์นะคะ
จากไตรมาสที่ผ่านมา เอ่อ",ปีก่อนแล้วก็ลดลง 9.5% จากไตรมาสที่ผ่านมา
"เราจะเห็นได้ว่าเรื่องของสถานการณ์ semi-conducture shortage
เนี่ย ดีขึ้นแล้วนะคะ ธุรกิจ ใน",เห็นได้ว่าเรื่องของสถานการณ์เซมีคอนดัสเตอร์ช็อตเทจเนี่ยดีขึ้นแล้วนะคะธุรกิจใน
"กลุ่มยานยนต์ เนี่ย ก็เริ่ม แบบ
มีออเดอร์เข้ามาอย่างต่อเนื่อง",กลุ่มยานยนต์เนี่ยก็เริ่มแบบมีออเดอร์เข้ามาอย่างต่อเนื่องคำสั่ง
"คําสั่งซื้อต่างๆ ในสินค้าหลักของ aeroflex
นะคะ ก็",ต่างต่างในสินค้าหลักของ aerofex นะคะก็ก็พอ
"ก็เพิ่มขึ้นอย่างต่อเนื่องนะคะ
แต่ว่าตัวยอดขายใน ใน",เพิ่มขึ้นอย่างต่อเนื่องนะคะแต่ว่าตัวยอดขายในในออสเตรเลีย
"ออสเตรเลียเอง อะ ค่ะ
คือถามว่าเพิ่มขึ้นไหม",เจเลียเองคือถามว่าเพิ่มขึ้นไหม
"เพิ่มขึ้นเพราะว่าเรามีเรื่องของการซื้อกิจการใหม่
ก็คือ four way suspention",เพราะว่าเรามีเรื่องของการซื้อกิจการใหม่ก็คือโฟลเวย์ซัดเซ็นชั่น
"เข้ามานะคะ เอ่อ
ตั้งแต่ไตรมาสท 2 แล้วล่ะ",นะคะ เอ่อ ตั้งแต่ไตรมาสที่สองแล้วล่ะ
"แต่ว่าเรา เนี่ย
จะได้รับผลกระทบในเรื่องของสถานการณ์น้ําท่วม",แต่ว่าเราเนี่ยจะได้รับผลกระทบในเรื่องของสถานการณ์น้ำท่วงน้ำ
"น้ําท่วมหนักเลยในออสเตรเลียที่ผ่านมา
แล้วก็เรื่องของความผันผวน",ท่วมหนักเลยในออสเตรเลียที่ผ่านมาแล้วก็เรื่องของความผันผวนของอาเซียน
"ของอัตราแลกเปลี่ยนนะคะ เอ่อ
จะเห็นได้ว่าตัวสัดส่วนรายได้ อะ",อัตราแลกเปลี่ยนนะคะ อ่าจะเห็นได้ว่าตัวสัดส่วนรายได้นะคะ
"ค่ะ
จะเป็นรายได้จากต่างประเทศอยู่ที่ 76.3 เปอร์เซ็นต์นะคะ",อาจจะเป็นรายได้จากต่างประเทศอยู่ที่เจ็ดสิบหกจุดสามเปอร์เซ็นต์นะคะ
"แล้วก็รายได้ในประเทศอยู่
 23.7 เปอร์เซ็นต์ค่ะ",ก็รายได้ในประเทศอยู่ที่ 23.7% ค่ะ
"ถัดไปค่ะ เป็น เอ่อ
บรรจุภัณฑ์พลาสติกนะคะ อีพีพี",ถัดไปค่ะ เป็นบรรจุภัณฑ์พลาสติกนะคะ EPP มีไว้
"มีรายได้อยู่ที่ 669 ล้านบาทนะคะ
ลดลง 11.2 เปอร์เซ็นต์นะคะ",รายได้อยู่ที่หกร้อยหกสิบเก้าล้านบาทนะคะลดลงสิบเอ็ดจุดสองเปอร์เซ็นต์นะคะ
"year on year นะคะ
แต่ว่าเพิ่มขึ้น 6.4",year on year นะคะ แต่ว่าเพิ่มขึ้น 6.4%
"เปอร์เซ็นต์  Q on Q นะคะ เอ่อ
จะเห็นได้ว่าตัวยอดสั่งซื้อ",เปอร์เซ็นต์ คิวออนด์คิวนะคะ จะเห็นได้ว่าตัวยอดสั่ง
"เนี่ย ใน
เกี่ยวกับพวกกล่องบรรจุภัณฑ์ทั้งหลาย",ซื้อเนี่ยในเกี่ยวกับพวกกล่องบรรจุพันธุ์ทั้งหลาย
"เนี่ย อาจจะชะลอตัวลงบ้าง
แต่ว่าตัวที่ปรับตัวดีขึ้นก็คือพวก",เนี่ย อาจจะชะลอตัวลงบ้างแต่ว่าตัวที่ปรับตัวดีขึ้นก็คือพวก
"เอ่อ พวกกลุ่มพวก ถ้วยน้ําดื่ม
อะ นะคะ โดยอีพีพีเอง เนี่ย",พวกกลุ่มพวกถ้วยน้ำดื่มอะนะคะ โดย เอเองเนี่ยก็มี
"ก็มีเรื่องของการทั้งทําโปรโมชันนะคะ
ทํากิจกรรม",มีเรื่องของการทั้งทำโปรโมชั่นนะคะทำกิจกรรมต่างต่างเพื่อส่งเสริมการ
"ต่างต่างเพื่อส่งเสริมการขายในช่วงของปลายปีนะคะ
รวมถึงได้มีการปรับ กลยุทธ์",ในช่วงของปลายปีนะคะรวมถึงได้มีการปรับกลยุทธ์ใน
"ในการทํางานนะคะ จะ เอ่อ
เรื่องเกี่ยวกับทั้งกระบวนการผลิต",การทำงานนะคะจะ เรื่องเกี่ยวกับทั้งกระบวนการผลิตการ
"การขยายตลาดนะคะ
เพื่อตอบสนองความต้องการของลูกค้าได้ทุกกลุ่มเลยในอนาคต",ขยายตลาดนะคะเพื่อตอบสนองความต้องการของลูกค้าได้ทุกกลุ่มเลยในอนาคตนะคะ
"อะ นะคะ คิดว่าตัวอีพีพี เนี่ย
ก็น่าจะปรับตัวดีขึ้นเรื่อยเรื่อยในไตรมาสถัดถัดไปค่ะ",คิดว่าตัว เนี้ยก็น่าจะปรับตัวดีขึ้นเรื่อยเรื่อยในไตรมาสถัดถัดไปค่ะ
"โดยสัดส่วนรายได้ค่ะ
จะเป็นรายได้จากในประเทศเป็นหลักอยู่ที่ 93.4 เปอร์เซ็นต์ค่ะ",สัดส่วนรายได้ค่ะจะเป็นรายได้จากในประเทศเป็นหลักอยู่ที่เก้าสิบสามจุดสี่เปอร์เซ็นต์ค่ะ
"รายได้จากต่าง ระเทศอยู่ที่
 6.6 เปอร์เซ็นต์ค่ะ ถัดไปค่ะ",รายได้จากต่างประเทศอยู่ที่หกจุดหกเปอร์เซ็นต์ค่ะ ถัดไปค่ะมาดู
"มาดูเรื่องของต้นทุนกันบ้างนะคะ
ต้นทุนในการขายสินค้าค่ะ",เรื่องของต้นทุนกันบ้างนะคะต้นทุนในการขายสินค้าค่ะใน
"ในไตรมาสนี้อยู่ที่ 1,968.7 ล้านบาทนะคะ
ลดลง 2.6 เปอร์เซ็นต์","ปริมาณนี้อยู่ที่ 1,968.7 ล้านบาทนะคะลดลง 2.6 เปอร์เซ็นต์"
"เมื่อเทียบกันกับ ปีก่อน อะ นะคะ
แม้ว่าในปี เนี้ย",เมื่อเทียบกันกับปีก่อนนั้นนะคะแม้ว่าในปีนี้เรา
"รายได้จะเพิ่มขึ้น เอ่อ
กว่ากว่าเดิมค่อนข้าง เอ่อ",รายได้จะเพิ่มขึ้นกว่าเดิมค่อนข้างมีการ
"มีการเพิ่มขึ้นกว่าเดิมนะคะ เอ่อ
อย่างไรก็ตามบริษัทก็มีการจัดหาพวกวัตถุดิบนะคะ",เพิ่มขึ้นกว่าเดิมนะคะเอ่ออย่างไรก็ตามบริษัทก็มีการจัดหาพวกวัตถุดิบนะคะ
"จากหลายหลายประเทศ
เพื่อให้ต้นทุนเฉลี่ยของบริษัท",จากหลายๆประเทศเพื่อให้ต้นทุนเฉลี่ยของบริษัท
"เนี่ย อยู่ในระดับที่เหมาะ
สมนะคะ",เนี่ย อยู่ในระดับที่เหมาะสมนะคะถัดไป
"ถัดไปมาดูบรรทัดของค่าใช้จ่ายในการขายแล้วก็บริหารค่ะ
เพิ่มขึ้นนะคะ",ไปบันทึกบันทัดของค่าใช้จ่ายในการขายแล้วก็บริหารค่ะเพิ่มขึ้นนะคะ
" 13.4 เปอร์เซ็นต์นะคะ
เมื่อเทียบกับปีก่อน",สามจุดสี่เปอร์เซ็นต์นะคะเมื่อเทียบกับปีก่อนแต่
"แต่หากมาดูตัวเอสจีเอทูเซลนะคะ
จะอยู่ที่ 23.9 นะคะ",หากมาดูตัว sda to sales นะคะจะอยู่ที่ 23.9 นะคะ
"ในขณะที่ไตรมาส 3 ของปีก่อนจะอยู่ที่ 21.5 เปอร์เซ็นต์
ถามว่าที่เพิ่มขึ้น",ขณะที่ตรีมัสสามของปีก่อนจะอยู่ที่ยี่สิบเอ็ดจุดห้าเปอร์เซ็นต์ถามว่าที่เพิ่มขึ้นเพิ่มขึ้น
"เพิ่มขึ้นจากอะไรบ้างนะคะ
อันดับแรกเลยก็คือเรื่องของค่าขนส่ง",ขึ้นจากอะไรบ้างนะคะอันดับแรกเลยก็คือเรื่องของค่าขนส่ง
"ค่า เช่าคลังสินค้านะคะ
ของธุรกิจฉนวนกันความร้อน",ค่าเช่าครั้งสินค้านะคะของธุรกิจ ชนวนกันความร้อนเย็นในสหรัฐ
"ในสหรัฐอเมริกาเพิ่มขึ้น
เพราะว่าเรามีการขายเพิ่มขึ้น อะ",อเมริกาเพิ่มขึ้นเพราะว่าเรามีการขายเพิ่มขึ้นอะนะ
"นะคะ
อย่างที่สองก็คือเรื่องของการปรับ",อย่างที่สองก็คือเรื่องของการปรับอัตราดอกเบี้ย
"อัตราค่าจ้าง ค่าแรงงานนะคะ
ทั้งในสหรัฐอเมริกาเองในออสเตรเลียนะคะ",ตราค่าจ้าง ค่าแรงงาน ทั้งในสหรัฐอเมริกาเอง ในออสเตรเลียนะคะ
